Sex,Age,Race,Prior,two_year_recid
Male,1,Caucasian,39,1
Male,20,African-American,2,0
Female,2,Caucasian,26,1
Male,4,Caucasian,22,0
Female,28,African-American,0,1
Male,21,Caucasian,3,0
Male,3,Other,30,1
Female,23,Caucasian,4,0
Male,32,African-American,4,1
Female,1,Caucasian,22,1
Male,1,Hispanic,30,0
Male,1,Caucasian,21,0
Male,27,African-American,5,1
Male,14,African-American,61,1
Female,0,Caucasian,50,1
Male,2,Caucasian,45,1
Male,0,Hispanic,40,1
Female,6,Caucasian,53,0
Male,3,African-American,32,1
Male,1,African-American,21,0
Female,23,African-American,1,1
Male,1,Hispanic,23,1
Male,2,Caucasian,46,0
Male,21,African-American,0,1
Male,29,African-American,0,1
Female,3,Caucasian,40,0
Male,1,Hispanic,30,0
Male,29,Caucasian,10,0
Male,31,African-American,13,1
Male,25,African-American,2,1
Female,3,African-American,32,1
Male,27,African-American,4,1
Female,0,Caucasian,29,1
Male,51,African-American,19,1
Male,26,African-American,1,1
Female,4,Caucasian,34,1
Male,45,African-American,16,1
Male,32,African-American,7,1
Male,20,African-American,0,1
Female,39,African-American,7,1
Male,0,Caucasian,34,1
Male,63,African-American,22,1
Male,44,African-American,0,1
Male,23,African-American,1,1
Female,0,Caucasian,45,1
Male,14,Caucasian,54,0
Male,2,African-American,36,1
Male,3,African-American,46,1
Male,36,African-American,0,1
Male,5,Caucasian,34,0
Male,27,African-American,5,1
Male,0,Caucasian,28,1
Male,11,Caucasian,54,0
Male,5,Caucasian,38,1
Male,1,Caucasian,47,1
Male,25,African-American,6,1
Male,30,African-American,14,1
Male,4,African-American,32,1
Male,1,Hispanic,33,1
Male,45,African-American,20,1
Male,8,Caucasian,26,0
Male,48,African-American,0,1
Male,62,Caucasian,3,1
Male,32,Hispanic,6,0
Male,21,African-American,0,1
Male,0,Hispanic,26,0
Male,0,Other,32,0
Male,24,African-American,0,1
Male,2,Caucasian,35,1
Male,2,Caucasian,38,1
Male,34,African-American,0,1
Male,4,Caucasian,28,0
Male,4,African-American,59,1
Male,22,African-American,0,1
Male,2,Hispanic,44,0
Female,26,African-American,3,1
Male,0,Caucasian,22,1
Male,0,African-American,24,1
Male,23,African-American,2,1
Male,25,African-American,0,1
Male,23,African-American,1,1
Male,22,Caucasian,1,0
Male,3,Caucasian,58,1
Male,0,Hispanic,20,1
Male,25,African-American,3,1
Male,57,African-American,9,1
Male,40,African-American,8,1
Female,33,African-American,0,1
Male,36,African-American,1,1
Male,0,Hispanic,56,1
Male,3,Caucasian,24,1
Male,50,African-American,4,1
Male,27,African-American,0,1
Male,35,African-American,1,1
Male,59,African-American,1,1
Male,67,Caucasian,0,0
Male,69,Caucasian,0,1
Male,5,Caucasian,28,1
Female,0,Caucasian,42,1
Female,30,African-American,0,1
Male,20,African-American,0,1
Male,61,African-American,30,1
Male,1,African-American,62,1
Male,0,African-American,32,1
Male,10,African-American,58,1
Female,2,Caucasian,22,0
Male,0,Caucasian,33,0
Male,0,Caucasian,34,1
Male,0,Caucasian,31,1
Male,27,African-American,2,1
Female,35,African-American,3,1
Male,2,African-American,21,1
Male,2,Caucasian,39,0
Male,0,African-American,22,1
Female,0,Caucasian,25,1
Male,1,Caucasian,45,0
Male,65,African-American,11,1
Female,1,African-American,25,1
Male,28,Caucasian,0,1
Male,0,Caucasian,26,0
Male,4,Caucasian,25,1
Male,38,African-American,1,1
Male,22,African-American,1,1
Female,27,African-American,1,1
Male,12,African-American,37,1
Male,34,African-American,1,1
Male,28,Hispanic,0,1
Male,0,Other,34,1
Male,37,Caucasian,4,0
Male,2,Caucasian,59,0
Male,32,African-American,0,1
Male,56,Caucasian,13,1
Male,3,Caucasian,72,1
Male,0,Caucasian,22,1
Male,34,African-American,9,1
Male,29,Caucasian,7,0
Female,5,Caucasian,28,0
Male,4,Caucasian,37,0
Male,24,African-American,1,1
Male,23,African-American,3,1
Female,1,African-American,22,1
Male,28,African-American,11,1
Male,53,Caucasian,0,1
Female,0,Caucasian,21,0
Male,4,African-American,25,1
Female,40,Caucasian,5,1
Male,3,Caucasian,37,1
Female,39,Caucasian,1,1
Male,2,Caucasian,24,0
Male,35,Caucasian,2,0
Male,27,Caucasian,1,1
Male,0,Caucasian,28,0
Male,30,African-American,13,0
Male,30,African-American,2,1
Male,0,Caucasian,43,1
Female,34,African-American,5,1
Male,69,African-American,22,1
Male,24,African-American,1,1
Male,40,African-American,5,0
Male,27,African-American,18,1
Male,0,Hispanic,22,0
Female,5,Caucasian,37,0
Male,30,Caucasian,1,1
Male,30,African-American,11,1
Male,8,Hispanic,31,1
Male,54,African-American,28,1
Male,26,African-American,7,1
Male,24,African-American,0,1
Male,8,Caucasian,52,1
Female,10,Hispanic,35,1
Female,0,Caucasian,41,1
Male,7,Other,33,0
Male,54,African-American,12,1
Female,40,African-American,4,1
Male,37,African-American,22,1
Male,34,African-American,2,1
Male,52,African-American,3,1
Male,24,African-American,0,1
Male,40,African-American,20,1
Male,4,Caucasian,34,0
Male,24,African-American,1,1
Male,8,Caucasian,49,1
Male,30,African-American,12,1
Male,47,African-American,1,1
Male,0,African-American,23,1
Female,1,Caucasian,41,1
Male,0,African-American,26,1
Male,13,African-American,39,1
Male,5,African-American,32,1
Male,31,African-American,7,1
Male,0,Other,32,1
Male,1,Caucasian,42,1
Male,0,Asian,52,1
Male,11,Caucasian,32,0
Male,46,African-American,10,1
Male,27,Caucasian,0,1
Male,23,African-American,0,1
Male,3,Caucasian,32,1
Male,0,Hispanic,22,1
Female,29,Caucasian,1,0
Male,36,African-American,11,1
Male,3,African-American,44,1
Male,0,Caucasian,34,1
Female,5,Native American,33,0
Male,0,Caucasian,52,1
Male,22,African-American,1,1
Male,0,Caucasian,36,0
Male,2,Caucasian,31,1
Female,26,African-American,0,1
Male,24,African-American,0,1
Male,24,African-American,1,1
Male,21,Other,1,0
Male,23,African-American,3,1
Male,0,African-American,50,1
Male,34,African-American,3,1
Male,35,African-American,1,1
Male,0,Caucasian,49,0
Male,52,African-American,0,1
Male,0,Caucasian,25,1
Male,5,Caucasian,40,0
Male,0,Other,39,1
Male,38,African-American,2,1
Female,30,African-American,2,1
Female,2,Caucasian,46,1
Male,34,African-American,9,1
Male,8,Hispanic,45,1
Male,2,Other,38,0
Male,55,African-American,12,1
Male,4,African-American,43,1
Female,24,African-American,2,1
Male,1,Caucasian,31,0
Male,0,Caucasian,55,1
Male,0,Caucasian,24,1
Male,0,Caucasian,55,1
Male,29,African-American,2,1
Male,32,African-American,12,1
Male,8,Caucasian,53,1
Female,32,African-American,11,1
Male,61,Hispanic,1,1
Male,0,Hispanic,31,1
Female,0,Caucasian,25,1
Female,0,Caucasian,59,1
Female,1,Caucasian,45,1
Male,26,African-American,3,1
Male,9,African-American,25,1
Male,6,African-American,39,1
Male,27,African-American,2,1
Male,28,African-American,4,1
Female,21,African-American,1,1
Male,1,Caucasian,35,0
Male,7,Caucasian,46,0
Male,53,African-American,5,1
Male,1,Other,22,0
Male,15,African-American,38,1
Male,43,African-American,0,1
Female,2,Caucasian,51,0
Male,1,Caucasian,60,1
Male,30,African-American,10,0
Female,24,Caucasian,1,1
Male,41,African-American,9,1
Male,47,African-American,1,1
Male,27,African-American,9,1
Male,37,African-American,1,1
Male,0,Other,22,0
Male,34,African-American,7,0
Male,2,Caucasian,57,1
Male,6,African-American,58,1
Female,0,Caucasian,21,1
Male,0,Other,25,0
Male,51,African-American,4,1
Female,2,Caucasian,37,0
Male,1,Caucasian,40,1
Male,3,Caucasian,30,1
Male,2,Caucasian,27,0
Male,0,African-American,23,1
Male,2,Caucasian,25,0
Male,24,African-American,0,1
Female,0,Caucasian,23,1
Female,55,Caucasian,0,1
Female,2,Caucasian,49,0
Male,20,Caucasian,0,1
Male,52,African-American,0,1
Male,9,African-American,59,0
Male,21,African-American,0,1
Male,25,Caucasian,4,0
Male,6,Caucasian,31,0
Male,0,Other,48,1
Female,0,Other,34,1
Male,28,African-American,6,1
Male,0,Caucasian,20,0
Male,4,Caucasian,51,0
Male,0,Caucasian,30,1
Male,0,African-American,55,1
Female,25,African-American,0,0
Male,1,Caucasian,34,1
Female,2,African-American,29,1
Male,0,Caucasian,53,1
Male,25,Caucasian,9,0
Male,42,African-American,1,1
Female,0,Caucasian,27,1
Male,0,Caucasian,26,1
Male,2,African-American,26,1
Male,35,African-American,0,1
Male,0,Caucasian,48,0
Male,1,African-American,27,1
Female,1,Hispanic,34,1
Male,28,African-American,14,1
Male,39,African-American,19,1
Male,8,African-American,28,1
Male,11,Hispanic,36,1
Male,34,African-American,0,1
Male,23,African-American,2,1
Female,29,African-American,9,1
Female,2,African-American,52,1
Male,3,Caucasian,50,1
Male,51,African-American,5,1
Male,32,African-American,6,1
Male,26,African-American,0,1
Male,1,Caucasian,21,1
Male,21,African-American,1,1
Female,0,Caucasian,28,1
Female,1,Caucasian,30,1
Male,56,Caucasian,4,1
Male,1,Caucasian,39,1
Male,13,African-American,28,1
Male,33,African-American,0,1
Male,2,Caucasian,31,1
Male,48,Caucasian,9,1
Female,24,African-American,1,1
Male,21,African-American,2,1
Male,3,Caucasian,28,1
Female,33,African-American,0,1
Male,58,African-American,16,1
Male,1,Caucasian,24,1
Female,4,Caucasian,27,0
Male,37,African-American,12,1
Male,27,African-American,1,1
Male,1,Caucasian,36,1
Male,15,African-American,34,1
Male,31,African-American,23,1
Male,11,Caucasian,36,0
Male,4,African-American,33,1
Male,22,African-American,1,1
Male,2,Caucasian,29,0
Male,29,African-American,1,1
Male,46,Caucasian,4,1
Male,26,African-American,2,1
Male,1,Hispanic,30,1
Female,23,African-American,0,1
Male,0,Caucasian,32,1
Male,1,Caucasian,21,1
Female,0,Caucasian,20,0
Male,3,Other,29,1
Male,0,Hispanic,20,0
Female,0,Caucasian,30,1
Female,0,Hispanic,41,1
Male,30,African-American,11,1
Male,55,African-American,21,1
Male,0,Caucasian,44,1
Male,37,Caucasian,4,1
Male,1,Caucasian,50,1
Male,0,Caucasian,43,1
Male,2,African-American,50,1
Male,0,African-American,40,1
Male,10,Caucasian,38,0
Male,21,African-American,0,1
Male,4,Caucasian,26,1
Male,5,African-American,26,1
Male,31,African-American,6,1
Male,31,Hispanic,16,0
Male,8,Other,55,0
Male,0,Caucasian,39,1
Female,23,African-American,1,1
Male,31,African-American,19,0
Female,28,African-American,5,1
Male,4,Caucasian,43,0
Male,37,African-American,5,1
Male,36,African-American,16,0
Male,37,Caucasian,2,1
Male,29,African-American,8,1
Male,0,Caucasian,23,1
Male,21,African-American,2,1
Female,0,Caucasian,51,1
Male,7,Hispanic,31,0
Male,4,Caucasian,83,1
Male,29,African-American,7,1
Male,26,African-American,5,1
Male,18,African-American,28,1
Male,41,African-American,13,1
Male,1,Caucasian,27,1
Male,52,African-American,6,0
Male,0,Caucasian,23,1
Male,0,Other,25,1
Female,26,African-American,2,1
Male,47,Hispanic,0,0
Female,39,African-American,3,1
Male,31,African-American,9,1
Male,3,Hispanic,33,1
Male,0,Caucasian,31,1
Male,22,African-American,0,1
Male,2,Caucasian,58,0
Male,34,Caucasian,1,1
Male,27,African-American,2,1
Male,2,Caucasian,54,1
Male,0,Caucasian,34,1
Male,0,Other,45,1
Male,60,African-American,0,1
Male,1,Caucasian,29,1
Female,27,African-American,3,1
Male,1,African-American,32,1
Female,1,Caucasian,33,1
Female,24,African-American,4,1
Female,26,African-American,0,1
Male,2,Other,49,1
Female,32,African-American,3,1
Male,4,Caucasian,49,1
Male,46,African-American,0,1
Male,23,African-American,3,1
Male,12,Caucasian,29,0
Male,11,Caucasian,31,0
Female,12,Caucasian,34,0
Male,32,African-American,24,1
Male,38,African-American,1,1
Male,26,Caucasian,5,1
Female,0,Caucasian,28,0
Male,26,African-American,2,1
Female,31,African-American,2,1
Male,10,African-American,37,1
Male,21,Caucasian,39,1
Male,22,African-American,1,1
Male,27,African-American,1,1
Female,4,Caucasian,36,0
Male,0,Caucasian,19,0
Male,50,Caucasian,0,1
Male,2,Caucasian,29,0
Male,0,Hispanic,21,1
Male,0,Other,31,1
Male,28,African-American,12,1
Male,13,African-American,50,1
Male,2,African-American,38,1
Male,38,African-American,37,1
Female,50,Caucasian,3,1
Male,33,African-American,0,1
Male,2,African-American,33,1
Male,39,African-American,0,1
Female,1,African-American,22,1
Male,0,Caucasian,55,1
Female,2,Other,41,1
Female,4,African-American,32,1
Male,4,Caucasian,32,0
Male,1,Caucasian,30,0
Male,1,Caucasian,21,0
Male,47,African-American,3,1
Male,61,African-American,9,1
Female,1,Hispanic,50,0
Male,1,African-American,21,1
Female,0,Caucasian,53,1
Male,23,Caucasian,0,1
Female,1,Caucasian,25,0
Male,56,African-American,31,1
Male,1,Hispanic,37,1
Male,57,African-American,19,1
Male,45,African-American,1,1
Male,0,Other,57,1
Male,44,Caucasian,6,1
Male,46,Other,0,1
Male,34,African-American,3,1
Male,27,African-American,15,1
Male,23,African-American,2,1
Male,0,Caucasian,22,1
Male,27,African-American,21,0
Male,0,Caucasian,35,0
Male,11,African-American,29,1
Female,0,Caucasian,49,1
Male,6,Caucasian,31,1
Male,26,Caucasian,0,0
Male,1,Other,25,1
Female,0,Caucasian,25,1
Male,0,Hispanic,21,0
Male,1,Other,20,0
Male,9,African-American,47,1
Female,41,Caucasian,12,1
Male,32,African-American,2,1
Male,65,Caucasian,1,0
Male,10,African-American,60,1
Male,42,Hispanic,0,1
Male,58,African-American,1,1
Male,1,Caucasian,22,0
Female,14,Hispanic,25,1
Female,0,Hispanic,28,1
Male,33,African-American,3,1
Male,4,Caucasian,26,0
Male,22,African-American,0,1
Male,3,Hispanic,23,0
Female,0,Other,48,1
Male,26,Hispanic,1,0
Male,41,Caucasian,9,1
Male,39,African-American,2,1
Male,0,Hispanic,27,0
Female,20,Caucasian,1,0
Male,49,African-American,1,1
Male,0,Other,21,1
Female,5,Other,55,0
Female,40,Caucasian,4,1
Male,52,Caucasian,1,1
Male,48,African-American,25,1
Male,29,Hispanic,0,1
Male,0,Caucasian,37,1
Male,52,Caucasian,16,1
Male,0,Caucasian,41,1
Male,36,African-American,0,1
Female,0,Caucasian,20,1
Male,48,African-American,6,1
Male,5,Caucasian,41,1
Male,0,African-American,29,1
Male,0,Caucasian,23,1
Female,26,African-American,1,1
Male,26,Caucasian,50,0
Male,23,African-American,1,1
Male,27,African-American,12,1
Female,1,Hispanic,32,0
Female,22,African-American,0,1
Male,13,Caucasian,34,0
Female,3,African-American,50,1
Male,1,African-American,20,1
Male,0,African-American,21,1
Male,21,African-American,1,1
Female,4,Native American,34,0
Male,17,African-American,35,1
Male,0,Caucasian,29,1
Female,37,Caucasian,0,1
Male,4,Other,30,1
Female,26,African-American,1,1
Male,26,African-American,0,1
Male,0,African-American,44,1
Male,52,Hispanic,0,0
Male,1,Asian,47,1
Male,34,African-American,3,1
Male,58,African-American,24,1
Female,49,African-American,25,1
Female,6,African-American,33,1
Male,21,African-American,2,1
Male,5,African-American,23,1
Male,28,African-American,5,1
Male,2,Caucasian,24,1
Male,24,African-American,0,1
Male,21,African-American,1,1
Male,0,Hispanic,30,1
Male,52,Hispanic,0,1
Female,0,Caucasian,42,1
Male,25,African-American,0,1
Female,15,Native American,45,0
Male,4,Caucasian,40,1
Male,3,Caucasian,22,1
Male,50,African-American,1,1
Male,3,Native American,27,1
Male,23,African-American,3,1
Female,22,African-American,0,1
Male,30,African-American,2,1
Male,1,Hispanic,30,1
Male,2,Caucasian,28,1
Male,26,African-American,3,1
Male,4,African-American,24,1
Male,1,Caucasian,79,1
Male,0,Asian,24,1
Male,28,African-American,12,0
Female,10,African-American,51,1
Male,31,African-American,0,1
Female,41,African-American,0,1
Female,0,Caucasian,56,1
Male,58,African-American,38,1
Female,4,Hispanic,48,0
Male,2,Other,38,1
Male,1,Hispanic,42,1
Male,26,Caucasian,0,1
Male,46,African-American,3,1
Male,0,Caucasian,24,1
Male,9,African-American,30,1
Male,7,Caucasian,33,1
Male,39,African-American,0,1
Male,0,Caucasian,36,1
Male,4,Caucasian,35,1
Male,1,Caucasian,27,1
Male,1,African-American,63,1
Male,22,African-American,0,1
Male,19,African-American,3,1
Female,0,Caucasian,21,1
Male,2,African-American,27,1
Male,0,Caucasian,42,1
Male,44,Caucasian,13,0
Male,7,African-American,50,1
Male,1,African-American,30,1
Male,24,African-American,2,1
Male,32,African-American,1,1
Male,26,African-American,18,0
Male,52,Caucasian,3,1
Male,23,African-American,5,1
Female,28,African-American,0,1
Male,34,African-American,4,1
Male,0,Caucasian,22,0
Female,5,Caucasian,38,0
Male,0,Other,27,1
Male,2,Hispanic,19,0
Male,0,African-American,33,1
Male,0,Caucasian,74,1
Male,10,African-American,25,1
Male,51,African-American,9,1
Male,29,African-American,4,1
Male,31,African-American,0,1
Female,20,Caucasian,29,0
Male,0,Hispanic,47,1
Female,64,African-American,1,1
Male,29,African-American,4,0
Male,1,Caucasian,52,1
Male,4,Hispanic,24,0
Female,32,African-American,0,1
Male,12,Caucasian,58,0
Male,20,African-American,1,1
Male,22,African-American,0,1
Male,2,Caucasian,24,1
Female,35,Caucasian,3,1
Male,3,African-American,30,1
Male,13,Caucasian,55,0
Male,32,African-American,11,1
Male,0,African-American,23,1
Male,3,African-American,43,1
Male,28,African-American,2,1
Male,1,Hispanic,36,1
Male,2,Other,43,1
Male,2,African-American,24,1
Male,39,African-American,1,1
Male,22,African-American,3,1
Male,2,Caucasian,49,0
Male,29,African-American,1,1
Male,34,African-American,1,1
Male,0,Caucasian,33,0
Male,11,Other,37,1
Male,5,Hispanic,26,0
Male,0,Other,21,0
Female,25,African-American,7,1
Female,48,African-American,1,1
Male,26,African-American,0,1
Male,3,Other,26,1
Male,23,African-American,2,1
Male,0,Other,62,1
Male,5,Other,23,0
Male,40,African-American,1,1
Male,0,Caucasian,35,1
Male,33,African-American,0,1
Male,50,African-American,7,1
Female,47,African-American,19,1
Male,45,African-American,0,1
Male,3,Other,33,1
Male,31,African-American,4,1
Male,37,African-American,2,1
Female,3,Caucasian,57,1
Male,0,Hispanic,26,1
Male,24,African-American,4,1
Male,31,African-American,0,1
Male,28,Caucasian,0,1
Female,47,Hispanic,0,1
Male,26,African-American,15,1
Male,0,Caucasian,38,1
Male,48,African-American,8,1
Male,0,Caucasian,21,1
Male,65,African-American,7,1
Female,0,Other,28,1
Male,29,African-American,1,1
Male,1,Caucasian,24,1
Male,53,African-American,2,1
Male,0,Caucasian,41,0
Male,4,Caucasian,31,0
Male,30,African-American,5,1
Male,26,African-American,10,1
Female,0,Other,39,1
Female,26,African-American,1,1
Male,37,African-American,13,1
Female,31,African-American,14,1
Female,46,African-American,1,1
Male,25,African-American,0,1
Male,29,African-American,9,1
Male,34,Hispanic,17,0
Male,39,African-American,3,1
Male,9,Caucasian,26,0
Male,29,African-American,1,1
Male,51,African-American,0,0
Male,1,Hispanic,29,1
Male,0,Hispanic,39,1
Male,1,Caucasian,48,1
Male,28,African-American,0,1
Female,4,Caucasian,51,1
Male,0,Caucasian,62,1
Male,3,Caucasian,24,0
Male,26,African-American,2,1
Male,24,African-American,0,1
Male,0,Other,44,1
Male,28,African-American,2,1
Male,34,African-American,19,1
Male,25,Caucasian,0,1
Female,6,Caucasian,29,0
Male,41,African-American,1,1
Female,24,African-American,1,1
Female,48,Other,0,1
Male,31,African-American,1,1
Male,21,African-American,0,1
Female,22,African-American,0,1
Female,0,Caucasian,44,0
Female,0,Hispanic,24,1
Male,26,African-American,2,1
Male,1,Caucasian,22,1
Male,25,African-American,0,1
Female,36,African-American,1,1
Female,2,Caucasian,48,1
