Sex,Age,Race,Prior,two_year_recid
Male,66,TRUE,3,1
Male,45,FALSE,8,0
Female,52,FALSE,0,0
Male,32,TRUE,13,0
Male,37,TRUE,2,0
Male,39,FALSE,0,0
Male,26,TRUE,9,0
Male,45,FALSE,2,1
Male,23,TRUE,0,0
Male,34,TRUE,2,1
Female,23,TRUE,1,1
Male,36,FALSE,2,0
Male,50,FALSE,1,1
Female,37,FALSE,0,1
Male,44,FALSE,4,1
Female,35,TRUE,23,0
Male,24,FALSE,5,0
Male,26,TRUE,2,0
Male,27,TRUE,0,1
Female,28,TRUE,0,1
Male,43,FALSE,11,0
Female,28,FALSE,7,0
Male,38,TRUE,2,1
Male,27,FALSE,2,1
Female,28,TRUE,1,1
Male,56,FALSE,7,0
Male,38,TRUE,15,1
Male,28,TRUE,2,1
Male,45,TRUE,3,1
Male,28,FALSE,0,1
Male,61,FALSE,1,1
Female,51,FALSE,0,0
Male,51,FALSE,0,1
Male,36,FALSE,1,0
Male,48,TRUE,0,1
Male,37,FALSE,4,0
Female,30,TRUE,2,1
Female,41,TRUE,5,1
Male,27,TRUE,11,0
Male,37,TRUE,0,1
Male,33,FALSE,4,0
Male,54,TRUE,11,1
Male,23,TRUE,2,1
Female,26,TRUE,2,0
Male,41,TRUE,0,1
Male,52,FALSE,0,1
Male,43,FALSE,13,0
Male,52,TRUE,0,1
Male,28,FALSE,1,1
Male,30,TRUE,11,0
Male,28,FALSE,1,1
Male,22,TRUE,0,1
Male,30,TRUE,4,1
Male,25,FALSE,4,1
Male,31,FALSE,0,0
Male,37,FALSE,0,0
Male,32,TRUE,14,1
Male,26,TRUE,4,1
Male,53,FALSE,1,1
Male,28,TRUE,25,0
Male,44,FALSE,8,0
Male,25,TRUE,0,1
Male,22,FALSE,1,0
Female,37,FALSE,0,1
Female,40,FALSE,3,1
Male,36,FALSE,8,0
Male,30,FALSE,4,1
Male,22,TRUE,3,0
Female,24,FALSE,1,0
Male,27,TRUE,3,0
Female,31,FALSE,0,1
Male,23,FALSE,1,0
Female,23,FALSE,5,0
Male,24,FALSE,0,1
Male,29,TRUE,1,1
Male,20,TRUE,1,0
Male,30,TRUE,2,0
Male,39,FALSE,0,1
Male,27,TRUE,4,1
Male,31,FALSE,2,1
Female,37,TRUE,2,1
Male,20,TRUE,0,1
Male,22,FALSE,0,1
Female,52,TRUE,0,1
Female,23,TRUE,0,0
Female,48,TRUE,0,1
Male,66,TRUE,8,0
Male,25,FALSE,0,1
Male,27,FALSE,0,0
Male,30,TRUE,11,0
Male,22,TRUE,3,0
Female,22,FALSE,1,1
Male,35,TRUE,2,1
Male,32,FALSE,2,1
Female,41,TRUE,2,1
Female,25,FALSE,0,1
Male,44,TRUE,24,1
Male,52,TRUE,3,0
Male,43,TRUE,0,1
Male,37,FALSE,3,1
Male,28,TRUE,3,0
Male,70,FALSE,1,1
Male,54,FALSE,6,0
Male,46,FALSE,3,1
Male,21,TRUE,0,0
Male,26,TRUE,1,0
Male,38,FALSE,3,0
Male,34,FALSE,5,1
Male,19,TRUE,1,0
Male,34,TRUE,5,1
Male,23,FALSE,0,0
Male,34,TRUE,5,0
Male,30,TRUE,2,1
Male,39,TRUE,6,0
Male,24,FALSE,0,1
Male,33,FALSE,1,0
Male,58,FALSE,2,1
Female,21,TRUE,0,1
Male,21,TRUE,1,1
Male,23,TRUE,4,0
Male,62,FALSE,0,1
Male,27,TRUE,4,0
Male,37,FALSE,5,1
Male,43,FALSE,2,0
Female,32,TRUE,5,1
Male,23,FALSE,0,1
Male,27,TRUE,0,1
Male,44,FALSE,0,0
Male,28,FALSE,3,0
Female,42,FALSE,0,1
Male,24,FALSE,9,0
Male,27,TRUE,0,1
Male,20,TRUE,0,0
Female,51,FALSE,0,1
Male,56,FALSE,0,1
Male,29,TRUE,7,1
Male,20,TRUE,0,0
Male,53,FALSE,6,1
Male,27,FALSE,8,1
Male,24,TRUE,2,0
Male,53,FALSE,36,0
Male,28,FALSE,2,0
Male,45,TRUE,1,1
Male,21,FALSE,3,1
Female,36,TRUE,0,1
Female,25,FALSE,2,0
Female,23,FALSE,1,1
Male,28,FALSE,1,1
Female,21,TRUE,0,0
Male,36,FALSE,0,1
Male,24,TRUE,0,1
Male,28,TRUE,3,0
Male,30,FALSE,1,0
Male,29,TRUE,0,1
Female,30,FALSE,0,1
Male,51,FALSE,1,1
Male,33,FALSE,3,1
Female,25,TRUE,2,1
Male,32,TRUE,12,0
Male,23,TRUE,1,1
Male,47,TRUE,3,1
Female,32,FALSE,1,0
Male,37,FALSE,0,1
Male,19,TRUE,2,0
Male,27,FALSE,0,1
Male,39,FALSE,0,1
Female,21,FALSE,0,1
Male,69,FALSE,0,1
Male,21,FALSE,2,1
Male,26,TRUE,6,0
Male,22,FALSE,0,1
Female,23,TRUE,0,0
Male,49,TRUE,3,1
Male,29,TRUE,2,1
Female,60,FALSE,0,1
Female,26,TRUE,0,1
Male,23,TRUE,3,0
Male,34,FALSE,2,0
Female,20,FALSE,1,1
Male,36,FALSE,1,1
Male,30,FALSE,0,1
Male,21,TRUE,1,1
Male,22,FALSE,2,0
Male,57,TRUE,18,1
Male,21,TRUE,4,0
Male,21,TRUE,0,0
Male,34,FALSE,1,1
Female,50,FALSE,1,0
Male,40,FALSE,0,0
Male,25,TRUE,7,0
Female,53,FALSE,1,1
Female,24,TRUE,0,1
Male,42,TRUE,1,1
Male,28,TRUE,1,1
Male,24,FALSE,1,1
Male,26,TRUE,6,0
Male,22,TRUE,4,0
Male,21,FALSE,3,1
Male,37,TRUE,23,0
Male,35,TRUE,2,1
Male,53,TRUE,2,1
Male,60,TRUE,1,1
Male,29,TRUE,7,1
Male,48,FALSE,23,0
Female,52,FALSE,0,1
Male,27,TRUE,12,0
Male,28,TRUE,5,1
Male,33,FALSE,3,1
Female,28,FALSE,0,1
Male,47,FALSE,5,0
Male,36,TRUE,14,0
Male,29,TRUE,2,1
Male,22,TRUE,0,0
Male,26,TRUE,6,1
Male,25,FALSE,0,1
Male,68,FALSE,2,1
Male,56,TRUE,5,1
Male,27,TRUE,9,0
Male,52,FALSE,4,0
Male,32,TRUE,3,1
Male,60,FALSE,4,1
Male,23,FALSE,1,1
Female,39,FALSE,0,1
Male,56,FALSE,0,1
Female,22,TRUE,0,1
Female,27,TRUE,1,0
Male,53,TRUE,11,1
Male,25,FALSE,0,0
Male,21,FALSE,0,1
Male,22,FALSE,0,1
Female,58,FALSE,2,1
Male,31,TRUE,7,0
Male,22,FALSE,1,0
Male,28,TRUE,8,0
Male,42,FALSE,1,1
Male,20,TRUE,0,0
Male,29,FALSE,0,0
Male,29,TRUE,8,1
Male,58,TRUE,21,0
Male,22,TRUE,3,1
Male,48,FALSE,1,0
Male,37,FALSE,0,1
Male,57,TRUE,1,0
Male,27,FALSE,3,1
Male,26,TRUE,3,1
Male,24,FALSE,3,0
Male,33,FALSE,0,1
Male,29,TRUE,2,1
Female,24,TRUE,3,0
Male,19,FALSE,1,0
Male,36,FALSE,2,1
Female,24,FALSE,0,1
Male,34,FALSE,0,1
Male,25,FALSE,2,0
Male,20,TRUE,1,0
Male,28,FALSE,2,0
Male,24,TRUE,1,0
Male,61,FALSE,4,1
Female,50,TRUE,3,1
Male,30,TRUE,1,1
Male,38,TRUE,5,1
Male,24,FALSE,0,1
Male,45,TRUE,16,1
Female,46,TRUE,2,0
Male,41,FALSE,0,0
Male,20,FALSE,0,0
Male,27,TRUE,13,0
Female,51,TRUE,16,1
Male,26,TRUE,1,0
Male,29,TRUE,3,0
Male,52,FALSE,6,0
Male,28,FALSE,1,0
Female,34,FALSE,4,0
Male,55,TRUE,5,0
Male,26,TRUE,10,0
Male,28,TRUE,5,1
Male,63,FALSE,2,1
Male,42,TRUE,0,1
Male,23,TRUE,6,1
Male,54,TRUE,28,0
Male,35,TRUE,8,0
Female,24,TRUE,6,0
Male,54,TRUE,2,1
Male,58,TRUE,12,0
Male,23,FALSE,1,0
Male,35,TRUE,1,1
Male,20,TRUE,1,0
Male,51,FALSE,0,1
Male,24,FALSE,0,1
Male,37,FALSE,3,1
Male,47,FALSE,3,1
Male,34,FALSE,4,0
Male,56,FALSE,0,1
Male,34,FALSE,4,0
Male,59,FALSE,1,0
Male,35,FALSE,0,1
Male,58,FALSE,1,1
Male,29,FALSE,2,1
Female,24,FALSE,6,0
Male,21,FALSE,2,0
Male,26,TRUE,2,1
Male,50,FALSE,5,0
Male,26,TRUE,1,1
Female,30,FALSE,0,1
Male,29,FALSE,6,0
Male,29,FALSE,0,0
Male,54,TRUE,0,1
Male,29,TRUE,4,0
Female,59,FALSE,0,1
Male,38,TRUE,0,1
Female,22,FALSE,2,0
Male,29,TRUE,4,0
Male,27,FALSE,1,0
Male,26,FALSE,7,0
Male,52,FALSE,20,1
Male,66,TRUE,33,0
Male,27,FALSE,2,1
Male,51,FALSE,1,1
Male,35,FALSE,1,1
Male,26,TRUE,1,1
Male,52,FALSE,4,1
Female,35,TRUE,12,1
Male,48,FALSE,12,1
Female,26,TRUE,0,1
Female,48,FALSE,0,1
Male,30,FALSE,7,1
Male,28,FALSE,2,1
Male,33,TRUE,2,1
Female,34,TRUE,6,1
Male,25,FALSE,0,1
Male,59,TRUE,10,0
Male,29,TRUE,5,0
Male,24,FALSE,0,1
Male,48,FALSE,1,0
Male,55,TRUE,0,0
Male,52,TRUE,4,1
Male,20,TRUE,0,0
Male,25,FALSE,4,0
Male,24,FALSE,0,1
Male,23,FALSE,0,1
Male,27,FALSE,6,1
Male,25,TRUE,1,0
Male,31,TRUE,0,1
Male,25,TRUE,6,0
Male,32,FALSE,1,0
Male,21,FALSE,0,0
Male,37,FALSE,1,1
Male,25,FALSE,0,1
Male,32,FALSE,20,1
Male,35,TRUE,0,1
Male,42,TRUE,14,0
Male,24,FALSE,9,0
Male,22,FALSE,6,0
Male,21,FALSE,0,0
Male,47,FALSE,1,1
Male,27,TRUE,5,0
Male,43,FALSE,2,0
Male,46,FALSE,2,0
Male,44,TRUE,1,1
Male,27,TRUE,0,1
Male,23,FALSE,2,1
Female,50,FALSE,1,1
Male,42,TRUE,8,1
Male,58,TRUE,6,1
Male,26,TRUE,3,1
Female,48,FALSE,0,1
Male,39,TRUE,3,0
Male,21,TRUE,3,0
Male,63,FALSE,1,1
Male,22,TRUE,3,0
Male,50,TRUE,3,1
Male,38,TRUE,0,1
Male,41,FALSE,1,1
Male,28,TRUE,16,0
Female,30,TRUE,0,1
Male,23,TRUE,1,1
Male,25,FALSE,2,0
Male,40,FALSE,5,1
Male,24,FALSE,8,1
Male,27,TRUE,5,0
Male,44,FALSE,11,1
Female,35,TRUE,6,0
Male,42,FALSE,0,1
Male,38,TRUE,15,1
Male,26,FALSE,4,1
Female,25,TRUE,0,1
Male,24,FALSE,1,1
Male,64,FALSE,1,1
Female,49,FALSE,2,0
Male,50,FALSE,5,0
Male,28,FALSE,8,0
Male,66,FALSE,0,0
Female,46,FALSE,0,1
Male,30,TRUE,5,0
Female,22,FALSE,0,1
Male,23,FALSE,1,1
Male,30,FALSE,0,0
Male,24,TRUE,10,0
Male,31,FALSE,0,1
Male,31,FALSE,1,1
Male,21,TRUE,4,0
Male,28,TRUE,4,1
Male,25,TRUE,0,1
Female,21,FALSE,0,1
Male,27,TRUE,0,1
Male,20,FALSE,0,0
Male,32,FALSE,1,1
Female,24,FALSE,0,1
Male,20,TRUE,1,1
Male,31,TRUE,3,0
Male,27,TRUE,3,0
Male,59,TRUE,17,0
Male,40,TRUE,0,1
Male,22,TRUE,11,0
Female,38,TRUE,1,1
Male,36,FALSE,1,0
Male,30,TRUE,1,1
Male,27,FALSE,6,0
Male,43,TRUE,1,1
Female,59,FALSE,0,1
Male,37,FALSE,2,1
Male,28,TRUE,5,0
Male,38,FALSE,0,1
Male,22,TRUE,0,0
Male,43,FALSE,1,1
Male,25,TRUE,4,0
Male,51,FALSE,0,1
Male,30,FALSE,6,0
Male,29,FALSE,2,0
Male,28,TRUE,10,1
Male,26,TRUE,6,1
Male,55,TRUE,9,0
Female,23,FALSE,3,1
Female,22,TRUE,0,1
Female,19,FALSE,2,0
Male,31,TRUE,1,1
Male,29,TRUE,0,1
Male,61,TRUE,15,0
Male,24,TRUE,4,0
Male,31,FALSE,0,1
Male,20,TRUE,4,0
Male,26,FALSE,3,0
Male,27,FALSE,5,1
Male,25,FALSE,1,1
Male,23,FALSE,3,0
Male,38,TRUE,0,1
Male,27,TRUE,18,0
Female,35,FALSE,0,0
Male,22,FALSE,0,1
Female,58,TRUE,4,0
Female,57,FALSE,0,0
Male,21,TRUE,0,1
Female,22,TRUE,0,1
Male,30,TRUE,0,1
Male,24,FALSE,1,0
Male,22,FALSE,2,0
Male,29,FALSE,3,0
Male,30,TRUE,8,0
Female,31,TRUE,10,1
Female,45,FALSE,1,1
Male,23,TRUE,4,1
Male,39,FALSE,2,0
Male,31,TRUE,0,0
Male,22,TRUE,1,0
Female,27,TRUE,9,0
Male,27,TRUE,13,0
Male,38,FALSE,1,0
Male,31,TRUE,23,0
Male,47,TRUE,20,1
Male,22,TRUE,3,1
Male,35,TRUE,1,0
Male,23,FALSE,2,0
Male,65,TRUE,2,0
Male,35,TRUE,0,1
Female,33,TRUE,0,1
Male,53,FALSE,1,1
Male,52,FALSE,0,1
Male,21,TRUE,0,1
Male,37,TRUE,11,1
Male,30,FALSE,4,0
Male,33,FALSE,5,1
Male,31,TRUE,2,1
Male,54,FALSE,0,1
Female,31,TRUE,0,1
Female,59,FALSE,2,1
Male,27,TRUE,0,1
Male,36,TRUE,0,0
Male,46,TRUE,17,0
Male,22,TRUE,3,1
Female,28,FALSE,0,1
Female,34,FALSE,15,0
Male,29,FALSE,7,0
Male,23,TRUE,2,0
Male,27,TRUE,3,1
Male,21,FALSE,0,0
Male,48,FALSE,3,0
Male,30,TRUE,15,0
Female,32,TRUE,2,1
Male,31,TRUE,5,1
Male,36,TRUE,4,1
Male,36,TRUE,1,1
Male,44,TRUE,14,0
Male,53,FALSE,2,1
Male,33,TRUE,3,0
Male,21,TRUE,2,1
Male,33,TRUE,4,0
Male,47,FALSE,2,0
Male,57,TRUE,20,0
Male,28,TRUE,2,1
Male,24,TRUE,1,1
Male,44,TRUE,1,1
Male,46,TRUE,0,1
Male,37,TRUE,6,1
Male,26,TRUE,10,0
Male,27,TRUE,10,0
Male,40,FALSE,1,1
Female,60,FALSE,9,0
Male,53,FALSE,1,1
Male,26,TRUE,8,1
Male,28,TRUE,0,1
Male,23,FALSE,0,1
Female,46,FALSE,2,1
Male,23,TRUE,0,0
Male,37,TRUE,5,0
Male,44,TRUE,1,1
Male,50,TRUE,18,0
Male,45,TRUE,0,1
Male,22,TRUE,1,1
Male,26,FALSE,1,0
Male,62,FALSE,0,1
Male,34,FALSE,0,0
Male,24,FALSE,1,1
Male,21,FALSE,0,1
Male,25,FALSE,0,0
Male,68,FALSE,0,1
Male,41,FALSE,2,1
Male,21,FALSE,1,1
Female,37,FALSE,1,1
Male,22,TRUE,0,1
Male,38,FALSE,11,0
Male,42,FALSE,1,1
Male,22,FALSE,1,0
Male,45,TRUE,0,0
Female,36,TRUE,4,0
Male,48,TRUE,2,1
Female,45,FALSE,1,1
Male,23,TRUE,6,0
Male,24,TRUE,0,1
Male,29,TRUE,0,1
Male,24,TRUE,0,1
Male,50,TRUE,11,1
Male,34,TRUE,10,0
Male,23,TRUE,0,1
Female,22,FALSE,0,1
Male,36,FALSE,0,1
Male,30,FALSE,22,0
Male,21,TRUE,0,0
Female,53,FALSE,0,1
Male,24,FALSE,1,1
Male,25,TRUE,7,0
Female,25,TRUE,1,1
Male,71,TRUE,8,1
Male,39,TRUE,10,1
Female,37,TRUE,0,1
Male,20,TRUE,0,0
Female,29,TRUE,3,1
Male,22,TRUE,2,0
Male,26,TRUE,4,0
Male,35,FALSE,5,1
Female,47,TRUE,19,0
Male,21,FALSE,1,0
Female,23,FALSE,0,1
Female,20,FALSE,1,0
Female,23,TRUE,0,1
Male,27,FALSE,3,1
Male,55,FALSE,18,0
Female,53,TRUE,0,1
Female,23,TRUE,0,1
Male,26,TRUE,5,0
Male,25,TRUE,6,1
Male,23,FALSE,2,1
Male,27,TRUE,4,0
Male,26,TRUE,2,1
Male,29,TRUE,1,1
Male,27,FALSE,1,0
Male,28,FALSE,0,1
Male,31,TRUE,0,1
Male,41,TRUE,8,0
Male,25,FALSE,0,1
Male,47,FALSE,0,1
Male,37,TRUE,4,1
Female,35,TRUE,4,1
Male,24,FALSE,1,0
Male,21,FALSE,2,0
Male,22,FALSE,0,0
Male,57,TRUE,11,1
Male,48,FALSE,0,1
Male,36,FALSE,0,1
Female,37,TRUE,3,1
Male,31,FALSE,0,1
Male,22,TRUE,1,0
Male,31,FALSE,2,1
Male,24,TRUE,0,0
Male,32,TRUE,22,0
Female,23,FALSE,0,1
Male,63,TRUE,0,1
Male,30,FALSE,0,1
Male,26,FALSE,2,0
Male,48,FALSE,2,1
Male,20,FALSE,0,1
Female,24,TRUE,1,0
Female,36,TRUE,1,1
Male,83,FALSE,0,1
Male,28,FALSE,2,1
Male,36,TRUE,3,0
Female,33,TRUE,0,1
Male,39,TRUE,0,1
Male,29,FALSE,3,1
Male,30,TRUE,17,0
Female,19,FALSE,1,0
Male,24,TRUE,1,0
Male,36,FALSE,11,1
Female,29,FALSE,1,1
Male,35,TRUE,7,1
Male,24,TRUE,0,1
Male,26,FALSE,0,1
Male,26,FALSE,8,1
Male,52,TRUE,7,1
Male,28,TRUE,14,0
Male,32,TRUE,0,1
Female,32,FALSE,1,0
Male,33,TRUE,5,0
Male,29,TRUE,16,1
Male,34,FALSE,1,0
Female,37,FALSE,0,0
Male,43,FALSE,0,1
Male,47,FALSE,2,1
Male,25,TRUE,3,0
Female,23,TRUE,1,1
Male,39,FALSE,2,1
Male,35,TRUE,13,0
Male,33,FALSE,0,1
Male,21,FALSE,0,0
Male,43,TRUE,20,1
Male,25,TRUE,3,0
Male,48,TRUE,25,0
Male,22,TRUE,1,0
Male,52,TRUE,9,0
Male,26,FALSE,5,0
Male,67,TRUE,4,0
Male,34,TRUE,4,1
Male,56,FALSE,4,1
Male,28,TRUE,1,0
Male,29,TRUE,2,1
Female,24,TRUE,0,0
Male,37,TRUE,6,0
Male,43,FALSE,3,1
Male,51,FALSE,0,1
Male,20,TRUE,1,0
Male,26,FALSE,4,0
Female,39,FALSE,1,0
Male,21,TRUE,1,1
Male,21,TRUE,1,0
Male,24,FALSE,3,0
Male,26,TRUE,4,0
Male,48,FALSE,1,1
Male,24,TRUE,5,0
Male,26,FALSE,0,1
Male,46,FALSE,0,1
Female,30,FALSE,1,1
Male,24,TRUE,7,1
Female,21,FALSE,0,1
Male,24,TRUE,1,0
Male,30,TRUE,1,1
Male,36,TRUE,9,1
Male,30,TRUE,5,0
Female,22,FALSE,1,1
Male,25,TRUE,0,0
Male,31,TRUE,25,0
Male,24,TRUE,0,1
Male,39,TRUE,13,0
Male,46,FALSE,0,1
Male,48,TRUE,5,0
Female,30,TRUE,4,1
Male,40,FALSE,0,1
Female,52,TRUE,0,1
Male,23,TRUE,3,1
Female,26,TRUE,1,1
Male,22,FALSE,1,0
Male,42,FALSE,3,1
Male,23,TRUE,6,0
Male,33,FALSE,4,0
Male,28,TRUE,1,1
Female,37,FALSE,4,1
Male,50,FALSE,1,1
Male,38,FALSE,25,0
Male,32,TRUE,1,1
Male,24,FALSE,3,0
Male,51,TRUE,3,1
Male,19,FALSE,1,0
Male,32,TRUE,4,1
Female,31,FALSE,1,0
Female,29,TRUE,1,1
Male,43,FALSE,0,1
Male,26,TRUE,9,0
Male,27,FALSE,0,0
Male,52,FALSE,1,0
Male,27,FALSE,1,1
Female,57,FALSE,1,1
Male,28,TRUE,3,0
Male,32,TRUE,3,0
Male,27,TRUE,5,0
Male,45,FALSE,0,0
Female,42,FALSE,0,1
Male,33,TRUE,0,0
Male,26,FALSE,4,1
Female,28,FALSE,3,1
Female,53,FALSE,0,1
Male,24,FALSE,0,1
Male,28,FALSE,1,1
Male,28,FALSE,1,1
Male,39,TRUE,6,0
Male,22,TRUE,1,0
Male,46,TRUE,2,0
Male,25,TRUE,0,1
Male,52,FALSE,1,1
Male,28,TRUE,4,0
Female,57,FALSE,1,0
Male,49,TRUE,3,0
Male,21,TRUE,2,0
Male,32,TRUE,19,0
Male,63,TRUE,3,1
Male,29,FALSE,2,1
Male,46,TRUE,0,1
Male,23,TRUE,5,0
Male,28,TRUE,10,0
Male,27,TRUE,1,1
Female,69,FALSE,0,1
Male,47,FALSE,0,1
Male,45,FALSE,1,1
Female,33,FALSE,1,1
Female,27,FALSE,0,0
Male,47,FALSE,4,0
Male,32,TRUE,14,0
Male,24,TRUE,2,1
Male,26,TRUE,5,0
Male,47,FALSE,0,1
Male,25,FALSE,1,1
Male,21,TRUE,1,1
Male,25,TRUE,2,0
Male,22,TRUE,6,0
Female,26,FALSE,0,1
Male,20,FALSE,0,1
Male,30,TRUE,1,0
Male,45,TRUE,0,0
Male,33,TRUE,7,0
Male,35,FALSE,2,1
Male,41,FALSE,5,1
Male,23,FALSE,0,1
Female,21,FALSE,0,0
Male,54,TRUE,0,1
Male,27,TRUE,10,0
Male,22,FALSE,0,1
Female,21,FALSE,0,0
Male,23,TRUE,2,0
Male,30,FALSE,1,1
Male,36,TRUE,5,0
Female,24,FALSE,2,0
Male,29,TRUE,10,0
Male,54,TRUE,4,0
Male,22,FALSE,2,0
Male,38,FALSE,2,1
Male,26,TRUE,0,0
Female,20,TRUE,0,1
Male,56,FALSE,0,1
Male,52,TRUE,6,0
Male,29,TRUE,0,1
Female,23,TRUE,6,1
Male,35,TRUE,1,1
Male,32,FALSE,8,0
Male,21,TRUE,1,0
Male,25,FALSE,0,1
Male,32,TRUE,5,0
Male,30,TRUE,4,0
Female,30,TRUE,3,1
Male,23,TRUE,2,0
Male,32,FALSE,8,1
Male,52,FALSE,1,1
Male,29,TRUE,6,0
Male,42,FALSE,0,1
Male,21,TRUE,0,0
Female,36,FALSE,4,0
Female,22,TRUE,0,1
Male,45,FALSE,2,1
Male,29,TRUE,0,1
Male,54,TRUE,2,1
Male,30,TRUE,6,0
Male,51,TRUE,17,1
Male,45,FALSE,20,0
Male,27,TRUE,3,0
Male,24,FALSE,1,0
Male,24,FALSE,2,1
Male,23,TRUE,2,1
Female,42,FALSE,2,1
Male,36,TRUE,5,1
Female,38,TRUE,8,0
Male,69,FALSE,0,1
Male,21,FALSE,1,0
Male,59,FALSE,1,1
