age,workclass,edu_level,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
23,Private,9,Separated,Machine-op-inspct,Unmarried,Black,FALSE,54,United-States,0
54,Private,9,Married-civ-spouse,Craft-repair,Husband,White,FALSE,35,United-States,0
32,Self-emp-not-inc,10,Never-married,Prof-specialty,Not-in-family,White,FALSE,60,United-States,0
46,State-gov,10,Married-civ-spouse,Exec-managerial,Husband,Black,FALSE,38,United-States,1
56,Self-emp-not-inc,7,Widowed,Other-service,Unmarried,White,TRUE,50,United-States,0
24,Self-emp-not-inc,13,Never-married,Sales,Not-in-family,White,FALSE,50,United-States,0
23,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,FALSE,40,United-States,0
26,Private,9,Divorced,Exec-managerial,Unmarried,White,TRUE,40,United-States,0
36,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,40,United-States,1
22,Private,3,Never-married,Priv-house-serv,Not-in-family,White,FALSE,50,Guatemala,0
17,Private,6,Never-married,Machine-op-inspct,Not-in-family,White,FALSE,40,United-States,0
20,Private,9,Never-married,Craft-repair,Own-child,White,FALSE,40,United-States,0
65,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,50,United-States,1
44,Self-emp-inc,11,Married-civ-spouse,Sales,Husband,White,FALSE,45,United-States,1
36,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,FALSE,40,United-States,0
29,Private,7,Married-civ-spouse,Other-service,Husband,White,FALSE,40,United-States,0
20,State-gov,10,Never-married,Farming-fishing,Own-child,White,FALSE,32,United-States,0
28,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,TRUE,36,United-States,1
39,Private,4,Married-civ-spouse,Craft-repair,Husband,White,FALSE,40,Mexico,0
54,Private,10,Married-civ-spouse,Transport-moving,Husband,White,FALSE,50,United-States,0
52,Private,7,Separated,Priv-house-serv,Not-in-family,Black,TRUE,18,United-States,0
56,Self-emp-inc,9,Widowed,Exec-managerial,Not-in-family,White,TRUE,50,United-States,0
18,Private,10,Never-married,Other-service,Own-child,White,FALSE,20,United-States,0
39,Private,9,Divorced,Handlers-cleaners,Own-child,Black,FALSE,40,United-States,0
21,Private,10,Never-married,Other-service,Own-child,White,TRUE,24,United-States,0
22,Private,9,Never-married,Other-service,Not-in-family,White,FALSE,60,United-States,1
38,Private,5,Married-spouse-absent,Exec-managerial,Not-in-family,White,FALSE,54,Mexico,0
21,Private,10,Never-married,Adm-clerical,Own-child,White,TRUE,40,United-States,0
63,Private,9,Married-civ-spouse,Craft-repair,Husband,White,FALSE,40,United-States,0
34,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,50,United-States,1
42,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,50,United-States,1
33,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,FALSE,40,United-States,0
30,Private,13,Never-married,Exec-managerial,Not-in-family,White,TRUE,50,United-States,0
39,Private,10,Divorced,Sales,Not-in-family,White,FALSE,40,United-States,0
26,Private,14,Never-married,Exec-managerial,Not-in-family,White,TRUE,40,United-States,0
33,Private,9,Never-married,Machine-op-inspct,Own-child,White,TRUE,40,United-States,0
47,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,TRUE,40,United-States,0
41,Self-emp-inc,12,Married-civ-spouse,Craft-repair,Husband,White,FALSE,60,United-States,1
19,Private,10,Never-married,Other-service,Own-child,White,FALSE,20,United-States,0
46,Private,9,Separated,Transport-moving,Not-in-family,White,FALSE,40,United-States,0
43,Private,9,Married-civ-spouse,Sales,Husband,White,FALSE,48,United-States,0
55,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,45,United-States,1
46,Private,11,Married-civ-spouse,Tech-support,Husband,White,FALSE,40,United-States,0
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,FALSE,40,Mexico,0
21,Private,10,Separated,Handlers-cleaners,Not-in-family,White,TRUE,40,United-States,0
46,Private,10,Married-civ-spouse,Craft-repair,Husband,Other,FALSE,40,Dominican-Republic,0
41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,FALSE,50,United-States,0
69,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,FALSE,30,United-States,0
50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,FALSE,40,United-States,0
20,Private,10,Never-married,Adm-clerical,Not-in-family,White,TRUE,40,United-States,0
45,Self-emp-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,FALSE,50,United-States,0
23,Private,13,Never-married,Exec-managerial,Not-in-family,White,FALSE,40,United-States,0
24,Private,10,Separated,Other-service,Not-in-family,White,FALSE,40,United-States,0
31,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,FALSE,50,United-States,0
43,Private,9,Separated,Machine-op-inspct,Not-in-family,White,TRUE,44,United-States,0
20,Federal-gov,7,Never-married,Other-service,Own-child,White,TRUE,10,United-States,0
55,Private,9,Married-civ-spouse,Sales,Husband,White,FALSE,56,United-States,1
24,Federal-gov,10,Never-married,Armed-Forces,Not-in-family,White,FALSE,40,United-States,0
59,Private,13,Never-married,Exec-managerial,Not-in-family,White,TRUE,25,United-States,0
49,Federal-gov,4,Never-married,Other-service,Not-in-family,Black,FALSE,20,United-States,0
33,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,TRUE,10,United-States,1
59,Federal-gov,13,Divorced,Adm-clerical,Not-in-family,White,FALSE,40,United-States,0
34,Private,14,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,FALSE,40,United-States,0
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,FALSE,40,United-States,0
25,Private,13,Never-married,Exec-managerial,Own-child,White,TRUE,40,United-States,0
49,Private,6,Married-civ-spouse,Farming-fishing,Husband,White,FALSE,40,United-States,0
59,Private,9,Married-civ-spouse,Transport-moving,Husband,White,FALSE,40,United-States,1
20,Private,9,Never-married,Adm-clerical,Not-in-family,White,TRUE,40,United-States,0
33,Private,10,Never-married,Adm-clerical,Unmarried,Black,TRUE,35,United-States,0
22,Private,10,Never-married,Transport-moving,Own-child,Black,FALSE,39,United-States,0
58,Self-emp-not-inc,5,Widowed,Other-service,Not-in-family,White,TRUE,40,United-States,0
52,Local-gov,9,Widowed,Adm-clerical,Unmarried,White,TRUE,28,United-States,0
36,Private,6,Separated,Machine-op-inspct,Not-in-family,White,TRUE,40,United-States,0
41,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,FALSE,40,United-States,0
28,Private,9,Never-married,Transport-moving,Own-child,White,FALSE,40,United-States,0
19,Private,10,Never-married,Handlers-cleaners,Own-child,Black,FALSE,16,United-States,0
18,Private,9,Never-married,Other-service,Not-in-family,White,TRUE,28,United-States,0
18,Private,9,Never-married,Machine-op-inspct,Own-child,White,TRUE,48,United-States,0
28,Private,10,Married-civ-spouse,Craft-repair,Husband,White,FALSE,40,United-States,0
29,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,40,United-States,1
40,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,FALSE,40,United-States,0
26,Private,9,Never-married,Handlers-cleaners,Unmarried,White,FALSE,40,United-States,0
46,Private,9,Married-civ-spouse,Craft-repair,Husband,White,FALSE,40,United-States,0
23,Private,7,Never-married,Other-service,Not-in-family,White,TRUE,24,United-States,0
44,Private,9,Married-spouse-absent,Adm-clerical,Unmarried,White,TRUE,40,United-States,0
43,Private,13,Divorced,Sales,Unmarried,White,TRUE,40,United-States,1
31,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,TRUE,60,United-States,0
18,Private,10,Never-married,Sales,Own-child,White,TRUE,25,United-States,0
19,Private,10,Never-married,Protective-serv,Own-child,White,FALSE,30,United-States,0
41,Private,10,Divorced,Tech-support,Not-in-family,White,TRUE,40,United-States,0
41,Private,9,Divorced,Handlers-cleaners,Unmarried,White,TRUE,40,United-States,0
69,Private,9,Divorced,Adm-clerical,Not-in-family,White,TRUE,25,United-States,0
48,Federal-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,TRUE,40,United-States,1
28,Private,9,Never-married,Prof-specialty,Own-child,White,FALSE,40,United-States,0
27,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,FALSE,60,Ireland,1
41,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,50,United-States,1
41,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,FALSE,40,United-States,0
24,Private,9,Never-married,Craft-repair,Unmarried,Black,TRUE,40,United-States,0
42,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,41,United-States,1
57,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,FALSE,48,United-States,0
30,Private,12,Never-married,Prof-specialty,Not-in-family,White,TRUE,40,United-States,0
36,Private,9,Married-civ-spouse,Sales,Husband,White,FALSE,60,United-States,1
49,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,FALSE,40,United-States,0
33,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,TRUE,35,United-States,0
23,Private,6,Married-civ-spouse,Farming-fishing,Husband,White,FALSE,40,United-States,0
46,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,40,United-States,0
18,Private,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,TRUE,22,Germany,0
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,55,United-States,1
43,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,45,United-States,1
34,Private,14,Never-married,Prof-specialty,Own-child,White,TRUE,30,United-States,0
47,Self-emp-not-inc,9,Widowed,Exec-managerial,Not-in-family,White,TRUE,30,United-States,0
44,Private,11,Widowed,Exec-managerial,Unmarried,White,TRUE,30,United-States,0
33,Private,9,Married-civ-spouse,Sales,Husband,White,FALSE,40,United-States,1
55,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,50,United-States,1
19,Private,9,Never-married,Sales,Not-in-family,White,FALSE,30,United-States,0
28,Private,10,Never-married,Other-service,Not-in-family,Black,FALSE,14,United-States,0
27,Private,7,Married-civ-spouse,Other-service,Wife,Black,TRUE,32,United-States,0
50,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,FALSE,20,United-States,0
22,Private,7,Never-married,Craft-repair,Unmarried,White,FALSE,40,United-States,0
40,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,FALSE,45,United-States,1
25,Private,10,Never-married,Adm-clerical,Own-child,White,TRUE,40,United-States,0
26,Local-gov,9,Never-married,Craft-repair,Not-in-family,White,FALSE,40,United-States,0
22,Private,13,Never-married,Sales,Not-in-family,White,FALSE,25,United-States,0
42,Private,10,Never-married,Handlers-cleaners,Unmarried,Black,TRUE,40,United-States,0
38,Self-emp-inc,13,Divorced,Exec-managerial,Not-in-family,White,FALSE,40,United-States,0
55,Private,7,Married-civ-spouse,Other-service,Husband,White,FALSE,30,United-States,0
32,Private,9,Married-civ-spouse,Sales,Husband,White,FALSE,40,United-States,0
22,Private,9,Married-civ-spouse,Craft-repair,Husband,White,FALSE,45,United-States,0
29,Private,13,Never-married,Sales,Own-child,White,FALSE,40,United-States,0
46,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,45,United-States,1
31,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,40,United-States,1
58,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,16,United-States,1
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,FALSE,45,United-States,0
18,Private,9,Never-married,Handlers-cleaners,Unmarried,White,FALSE,25,United-States,0
58,Local-gov,9,Divorced,Exec-managerial,Not-in-family,White,FALSE,33,United-States,0
54,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,40,United-States,1
34,Private,14,Never-married,Prof-specialty,Not-in-family,White,FALSE,40,United-States,0
26,Private,13,Never-married,Adm-clerical,Not-in-family,White,TRUE,40,United-States,0
61,Private,8,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,60,United-States,0
48,Local-gov,14,Separated,Adm-clerical,Unmarried,Black,TRUE,40,United-States,0
36,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,45,United-States,1
24,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,FALSE,45,United-States,0
40,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,FALSE,37,United-States,0
33,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,FALSE,50,United-States,1
37,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,FALSE,40,United-States,1
34,Private,14,Never-married,Exec-managerial,Own-child,White,FALSE,40,United-States,0
56,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,40,United-States,1
37,Private,13,Widowed,Exec-managerial,Not-in-family,White,TRUE,55,United-States,0
44,Private,9,Divorced,Sales,Unmarried,Black,TRUE,40,United-States,0
54,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,FALSE,45,United-States,0
23,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,FALSE,50,United-States,0
22,Private,9,Never-married,Other-service,Not-in-family,White,TRUE,45,United-States,0
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,40,United-States,1
39,Private,13,Separated,Prof-specialty,Not-in-family,White,FALSE,50,United-States,1
47,Private,10,Divorced,Adm-clerical,Not-in-family,Black,TRUE,37,United-States,0
26,Private,9,Never-married,Prof-specialty,Unmarried,Black,TRUE,55,United-States,0
31,Private,10,Divorced,Exec-managerial,Unmarried,White,TRUE,40,United-States,0
44,Private,10,Never-married,Transport-moving,Not-in-family,White,FALSE,45,United-States,0
42,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Wife,White,TRUE,50,United-States,1
19,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,TRUE,40,United-States,0
27,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,FALSE,40,United-States,1
51,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,FALSE,40,United-States,1
28,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,50,United-States,0
57,Private,13,Divorced,Craft-repair,Not-in-family,White,FALSE,45,United-States,0
45,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,TRUE,40,United-States,0
50,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,40,United-States,1
34,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,FALSE,54,United-States,0
45,Private,4,Married-civ-spouse,Craft-repair,Husband,Black,FALSE,40,United-States,0
73,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,20,United-States,0
34,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,TRUE,50,United-States,1
31,Private,10,Married-civ-spouse,Sales,Husband,White,FALSE,55,United-States,1
19,Private,7,Never-married,Sales,Not-in-family,White,FALSE,12,United-States,0
25,Private,10,Never-married,Other-service,Own-child,White,TRUE,50,United-States,0
38,Federal-gov,11,Divorced,Craft-repair,Unmarried,White,TRUE,40,United-States,0
39,Private,13,Married-civ-spouse,Transport-moving,Husband,White,FALSE,40,United-States,0
23,Private,13,Never-married,Tech-support,Own-child,Black,TRUE,32,United-States,0
49,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,FALSE,40,United-States,0
33,Federal-gov,9,Never-married,Other-service,Not-in-family,White,FALSE,32,United-States,0
21,Private,3,Never-married,Machine-op-inspct,Other-relative,White,FALSE,38,Mexico,0
31,Private,11,Separated,Craft-repair,Not-in-family,White,FALSE,40,United-States,0
23,Private,13,Never-married,Exec-managerial,Not-in-family,White,TRUE,45,United-States,0
34,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,FALSE,40,Philippines,0
25,Private,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,TRUE,40,Philippines,0
39,Private,9,Never-married,Craft-repair,Unmarried,White,FALSE,40,United-States,0
52,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,FALSE,40,United-States,1
63,Local-gov,5,Married-civ-spouse,Transport-moving,Husband,White,FALSE,40,United-States,1
41,Private,10,Married-civ-spouse,Craft-repair,Husband,White,FALSE,40,United-States,0
46,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,38,United-States,1
53,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,40,United-States,0
18,Private,8,Never-married,Priv-house-serv,Own-child,White,FALSE,40,United-States,0
38,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,50,United-States,0
55,Private,14,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,TRUE,50,Thailand,0
34,Private,9,Married-civ-spouse,Tech-support,Husband,White,FALSE,40,United-States,1
80,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,FALSE,30,United-States,0
34,Private,11,Divorced,Tech-support,Unmarried,White,TRUE,60,United-States,0
52,Private,10,Married-civ-spouse,Tech-support,Husband,White,FALSE,40,United-States,0
42,Private,9,Never-married,Other-service,Unmarried,Black,TRUE,28,Haiti,0
26,Private,10,Never-married,Sales,Not-in-family,White,TRUE,40,United-States,0
31,Private,9,Married-civ-spouse,Transport-moving,Husband,White,FALSE,40,United-States,0
25,Local-gov,9,Never-married,Other-service,Own-child,White,TRUE,35,United-States,0
55,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,FALSE,60,United-States,0
19,Private,10,Never-married,Other-service,Own-child,White,TRUE,12,United-States,0
62,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,White,FALSE,32,United-States,0
22,Federal-gov,10,Never-married,Adm-clerical,Own-child,White,TRUE,20,United-States,0
35,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,FALSE,40,United-States,0
28,Private,9,Married-civ-spouse,Sales,Own-child,White,TRUE,40,United-States,0
47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,FALSE,70,United-States,1
44,State-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,White,FALSE,40,United-States,0
21,Private,10,Never-married,Sales,Own-child,White,FALSE,15,United-States,0
35,Private,11,Never-married,Craft-repair,Not-in-family,White,FALSE,50,United-States,0
24,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,40,United-States,1
28,Private,13,Never-married,Tech-support,Own-child,White,FALSE,50,United-States,0
21,Private,10,Never-married,Machine-op-inspct,Other-relative,White,FALSE,35,United-States,0
62,Federal-gov,10,Divorced,Tech-support,Not-in-family,Black,FALSE,40,United-States,0
39,Private,9,Never-married,Other-service,Not-in-family,Black,TRUE,40,United-States,0
30,State-gov,9,Never-married,Other-service,Not-in-family,White,FALSE,40,United-States,0
72,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,FALSE,20,United-States,0
50,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,TRUE,50,United-States,0
28,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,FALSE,40,United-States,0
29,Private,10,Never-married,Prof-specialty,Not-in-family,White,TRUE,40,United-States,0
26,Private,13,Never-married,Adm-clerical,Own-child,White,TRUE,40,United-States,0
27,Private,14,Never-married,Exec-managerial,Not-in-family,White,TRUE,40,United-States,0
29,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,FALSE,40,United-States,1
29,Private,6,Married-civ-spouse,Craft-repair,Husband,White,FALSE,25,United-States,0
31,Private,7,Married-civ-spouse,Sales,Wife,White,TRUE,20,United-States,0
25,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,75,United-States,0
58,Private,6,Married-civ-spouse,Transport-moving,Husband,White,FALSE,40,United-States,1
64,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,TRUE,40,United-States,1
46,State-gov,14,Never-married,Exec-managerial,Not-in-family,White,FALSE,38,United-States,0
19,Private,9,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,TRUE,35,United-States,0
42,Private,9,Divorced,Other-service,Not-in-family,Black,FALSE,52,United-States,0
18,Private,7,Never-married,Handlers-cleaners,Own-child,White,FALSE,24,United-States,0
58,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Husband,White,FALSE,50,United-States,1
20,Private,10,Never-married,Protective-serv,Not-in-family,Black,FALSE,60,United-States,0
35,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,White,FALSE,40,United-States,1
32,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,FALSE,38,United-States,1
23,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,TRUE,25,United-States,0
31,Private,10,Divorced,Tech-support,Unmarried,White,TRUE,40,United-States,0
33,Private,13,Married-civ-spouse,Sales,Husband,Black,FALSE,55,United-States,0
41,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,TRUE,48,United-States,0
22,Private,9,Never-married,Machine-op-inspct,Own-child,Black,FALSE,40,United-States,0
46,Private,10,Married-civ-spouse,Protective-serv,Husband,White,FALSE,40,United-States,1
61,Federal-gov,10,Married-civ-spouse,Transport-moving,Husband,Black,FALSE,40,United-States,0
30,Private,9,Never-married,Exec-managerial,Not-in-family,Black,FALSE,40,United-States,0
42,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,55,United-States,1
63,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,FALSE,40,United-States,0
26,Private,10,Married-civ-spouse,Sales,Husband,White,FALSE,40,United-States,0
42,Private,6,Divorced,Adm-clerical,Unmarried,White,TRUE,40,United-States,0
23,Private,10,Married-civ-spouse,Other-service,Husband,White,FALSE,40,United-States,0
25,Private,9,Never-married,Machine-op-inspct,Unmarried,White,FALSE,40,United-States,0
30,Private,5,Married-civ-spouse,Other-service,Husband,White,FALSE,32,El-Salvador,1
23,Private,9,Never-married,Sales,Own-child,White,FALSE,40,United-States,0
34,Self-emp-not-inc,11,Never-married,Farming-fishing,Not-in-family,White,FALSE,60,United-States,1
30,Private,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,FALSE,48,United-States,0
39,Private,10,Married-civ-spouse,Craft-repair,Husband,White,FALSE,40,United-States,1
30,Private,7,Never-married,Handlers-cleaners,Other-relative,White,FALSE,38,Puerto-Rico,0
38,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,TRUE,38,United-States,0
26,Private,9,Divorced,Exec-managerial,Own-child,White,TRUE,40,United-States,0
20,Private,10,Never-married,Handlers-cleaners,Own-child,White,FALSE,16,United-States,0
33,Private,9,Married-civ-spouse,Adm-clerical,Own-child,White,TRUE,40,United-States,0
24,Private,13,Never-married,Adm-clerical,Own-child,White,FALSE,40,United-States,0
42,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,60,United-States,1
51,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,FALSE,84,Vietnam,0
56,Local-gov,12,Married-civ-spouse,Tech-support,Husband,White,FALSE,45,United-States,1
22,Private,10,Never-married,Handlers-cleaners,Own-child,White,FALSE,40,United-States,0
52,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,FALSE,60,United-States,0
44,Private,13,Divorced,Exec-managerial,Unmarried,White,TRUE,45,United-States,1
34,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,TRUE,35,United-States,0
51,Private,10,Divorced,Craft-repair,Not-in-family,White,FALSE,42,United-States,1
19,Private,10,Never-married,Sales,Not-in-family,White,TRUE,25,United-States,0
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,40,United-States,1
68,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,FALSE,40,United-States,1
22,Private,10,Divorced,Protective-serv,Not-in-family,White,FALSE,40,United-States,0
56,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,40,United-States,0
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,FALSE,40,United-States,0
52,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,FALSE,40,Mexico,0
26,Private,9,Separated,Handlers-cleaners,Own-child,White,FALSE,40,Puerto-Rico,0
33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,50,United-States,0
45,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,TRUE,42,United-States,0
18,Private,7,Never-married,Other-service,Own-child,White,FALSE,15,United-States,0
43,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,FALSE,60,United-States,1
18,Private,9,Never-married,Handlers-cleaners,Own-child,White,FALSE,20,United-States,0
57,Private,9,Married-civ-spouse,Craft-repair,Husband,White,FALSE,40,United-States,1
41,Private,9,Divorced,Adm-clerical,Unmarried,White,TRUE,42,United-States,0
34,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,50,United-States,1
19,Private,9,Never-married,Sales,Unmarried,White,TRUE,40,United-States,0
44,Private,5,Divorced,Other-service,Unmarried,White,TRUE,55,Dominican-Republic,0
56,Private,6,Widowed,Other-service,Unmarried,White,TRUE,40,United-States,0
36,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,FALSE,80,United-States,0
48,Private,13,Divorced,Exec-managerial,Unmarried,White,TRUE,48,United-States,0
29,Private,9,Married-civ-spouse,Transport-moving,Husband,White,FALSE,40,United-States,1
33,Private,13,Never-married,Craft-repair,Not-in-family,White,FALSE,40,United-States,0
31,Private,3,Married-civ-spouse,Other-service,Husband,White,FALSE,40,Mexico,0
39,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,FALSE,45,United-States,1
66,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,FALSE,40,United-States,1
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,TRUE,50,United-States,1
39,Private,9,Divorced,Exec-managerial,Unmarried,Black,TRUE,40,United-States,1
