Sex,Age,Race,Prior,two_year_recid
Male,49,African-American,-6.603910218988288,1
Male,51,African-American,1.6130559567306317,0
Male,5800,Caucasian,19.96348210775419,0
Male,3400,African-American,5.0,1
Male,2300,Caucasian,0.0,0
Female,4500,African-American,3.0,1
Male,3100,African-American,1.0,1
Male,5000,African-American,5.0,1
Male,44,Caucasian,0.0,1
Male,3100,Caucasian,1.0,0
Male,3500,African-American,15.30266466431031,0
Male,34,Caucasian,1.0,1
Male,3400,Caucasian,9.0,0
Male,25,Caucasian,5.119516209897091,1
Male,46,Caucasian,0.0,1
Male,30,Caucasian,1.0,0
Male,60,Other,1.0,0
Female,52,Caucasian,0.0,1
Male,3800,Caucasian,7.982853901061942,1
Female,2500,African-American,1.0,1
Female,2300,African-American,3.4872599746673347,1
Female,2300,Other,0.0,1
Female,49,Caucasian,2.0,1
Female,25,African-American,2.0,1
Male,47,African-American,12.0,0
Male,24,Caucasian,1.0,1
Male,23,African-American,-43.8179009663498,1
Female,22,African-American,-9.121410461065192,1
Female,3400,African-American,-19.020740473771948,1
Male,3200,African-American,2.0,1
Male,21,Hispanic,2.0942464797760296,1
Male,27,Caucasian,0.0,1
Male,2700,Caucasian,-17.24280284507331,0
Male,3000,Other,54.44514420448581,0
Male,22,African-American,0.0,0
Male,31,African-American,-2.109122441945831,1
Male,56,African-American,5.0,0
Male,3000,African-American,-20.77249043919252,1
Male,3900,Hispanic,0.0,1
Male,2600,African-American,-18.472237689624336,0
Male,26,Caucasian,2.0,0
Male,3800,African-American,2.0,0
Female,5900,Caucasian,64.37157540378165,1
Male,43,African-American,0.0,1
Male,4500,African-American,-10.027533493819217,1
Female,46,Other,-10.614335081343233,1
Male,3600,African-American,7.0,0
Male,4600,Caucasian,13.659929009858258,1
Female,5000,African-American,-4.336756821128167,1
Male,27,African-American,2.0,1
Male,2900,Caucasian,19.527846279532667,0
Male,2500,Caucasian,17.179364741732748,0
Male,3700,Hispanic,1.0,0
Male,30,Caucasian,7.540112251492753,0
Male,2500,African-American,-19.545485897797796,1
Male,23,African-American,-22.439448158398537,1
Male,3900,African-American,4.0,1
Male,3200,Caucasian,1.0,1
Male,25,Hispanic,0.0,0
Male,42,Caucasian,17.66287933258109,1
Male,2700,African-American,2.0,1
Male,80,Caucasian,0.801115733505572,1
Male,2400,Caucasian,2.0,1
Male,3000,Caucasian,4.0,1
Male,45,African-American,5.0,1
Male,30,Other,-1.924299380227443,1
Male,3400,African-American,5.0,0
Male,2700,African-American,2.0,0
Male,2400,African-American,4.0,1
Female,30,Hispanic,3.0,0
Male,2700,African-American,-8.149682546856244,1
Male,45,Hispanic,-25.700815809049512,1
Male,2200,African-American,0.0,1
Female,7400,Caucasian,-3.533134660357945,1
Male,31,Hispanic,7.0,0
Male,22,African-American,5.0,0
Male,5200,African-American,-1.3329688162614917,1
Male,28,Caucasian,0.0,0
Male,45,African-American,-52.514573482354486,1
Male,23,Hispanic,1.0,0
Male,33,African-American,-8.177731502996032,0
Male,2300,African-American,1.0,0
Male,24,Hispanic,-1.6193994017005613,1
Male,36,African-American,19.0,0
Female,25,Caucasian,0.0,1
Female,5100,African-American,25.335659891974753,1
Female,2500,Caucasian,26.260649324190283,1
Male,33,Caucasian,1.0,1
Male,3100,Other,20.849538264009187,1
Male,5400,Caucasian,48.31427293109657,1
Male,23,African-American,2.953893139497735,1
Male,2600,Caucasian,16.976318462489974,0
Male,2600,African-American,0.0,0
Male,36,Caucasian,6.0,1
Female,2400,Caucasian,9.0,0
Male,2100,African-American,0.0,1
Male,30,African-American,2.0,0
Male,5700,Caucasian,15.0,1
Female,28,Hispanic,-38.234287533303444,0
Male,5500,African-American,-0.11701473531768514,0
Female,5000,Caucasian,2.0,0
Female,24,African-American,11.0,0
Male,2500,African-American,4.0,0
Female,4200,Caucasian,0.0,0
Male,31,African-American,-31.995868063676596,0
Male,2800,Caucasian,0.0,0
Female,2100,African-American,-16.41852851213378,1
Male,2300,African-American,-37.80649359050171,0
Male,2600,African-American,14.677054687037641,0
Female,28,African-American,-9.356290293598988,1
Male,26,Caucasian,-10.624111878151249,1
Male,4200,African-American,7.0,0
Female,5300,Caucasian,-21.752977737877067,1
Male,2800,African-American,26.264808514522645,0
Female,4500,Other,1.0,1
Female,2400,Hispanic,-52.50100904091879,1
Female,25,African-American,24.0010808199023,0
Male,59,African-American,31.858324682611624,0
Male,2800,African-American,5.0,1
Male,5100,African-American,38.45832463536811,1
Male,4900,Caucasian,4.0,1
Female,3400,Caucasian,-8.287093084452177,0
Female,32,Hispanic,0.0,0
Female,4400,African-American,11.0,0
Male,28,African-American,5.342316437223005,1
Male,20,African-American,0.0,1
Male,5800,African-American,12.0,0
Male,2900,Other,0.0,1
Male,2500,African-American,4.0,0
Male,48,African-American,0.0,1
Female,33,African-American,-24.85721953211629,1
Male,4300,Hispanic,30.745626481919796,0
Male,45,Hispanic,8.0,1
Male,22,African-American,0.0,0
Male,2600,African-American,5.0,1
Female,41,African-American,-17.85008998895591,1
Male,30,Caucasian,-19.1425177236538,1
Male,5600,African-American,31.0,0
Male,2500,African-American,4.0,0
Female,3100,African-American,2.0,1
Male,26,African-American,-5.561920919769035,0
Male,24,African-American,6.0,0
Male,3400,Caucasian,1.0,1
Male,2400,African-American,1.0,1
Male,5100,Caucasian,4.498751206376863,0
Male,30,African-American,5.58971647552912,0
Male,2300,Caucasian,35.43623788866328,1
Male,27,Hispanic,29.570441661991335,0
Male,3800,Hispanic,14.425899246353854,1
Female,3500,African-American,0.0,1
Male,31,Other,-17.031566041238623,1
Male,4900,Caucasian,-8.988793166685015,1
Male,2400,Caucasian,11.214800752714455,1
Male,2800,Native American,40.42847924155797,1
Female,2900,Caucasian,27.321204680579175,0
Female,3900,Caucasian,-3.6909036754600617,1
Male,2100,African-American,57.15366972849688,0
Male,47,Hispanic,0.0,1
Male,3000,Caucasian,0.0,0
Male,4600,Caucasian,-33.84241642620353,0
Male,20,African-American,1.0,0
Male,44,Caucasian,20.04522024927492,0
Male,4000,African-American,8.0,0
Male,37,African-American,3.343253408321079,0
Male,5200,Caucasian,0.0,1
Male,46,African-American,-19.900940824220346,0
Female,36,Caucasian,7.0,0
Male,55,Caucasian,26.00461254298267,0
Female,5500,Hispanic,-15.177659972084792,1
Female,4500,Caucasian,1.0,1
Male,40,African-American,4.434455769454175,1
Female,22,Caucasian,-39.77312407172711,0
Male,29,African-American,0.0,1
Male,26,African-American,13.0,0
Female,2300,African-American,14.203517998723024,1
Male,3700,African-American,-27.139647214377153,1
Male,24,Other,-39.2119954482844,0
Male,39,Caucasian,2.0,1
Female,28,Caucasian,1.0,0
Male,2100,African-American,2.0,0
Female,4300,Caucasian,2.596106487941244,1
Male,6200,African-American,1.0,1
Male,27,Caucasian,0.0,1
Male,2700,African-American,7.0,1
Male,2900,African-American,6.0,0
Male,2700,Caucasian,-12.90009891162551,1
Male,4000,African-American,14.228555072900756,0
Male,2300,African-American,1.0,1
Male,20,Hispanic,41.10628110002083,0
Male,2700,African-American,2.0,0
Male,2700,African-American,-27.87176394996045,1
Male,5700,African-American,5.217227372781515,1
Male,57,Caucasian,66.5214505791115,1
Male,25,African-American,5.087892446730782,1
Male,4800,Caucasian,15.652866723949204,1
Male,2500,African-American,5.0,1
Male,29,African-American,7.0,0
Male,3100,African-American,5.0,0
Male,3100,African-American,-1.6923370095963468,1
Female,4400,African-American,3.8081118060065533,1
Male,23,African-American,-14.170844038891207,0
Male,2300,African-American,0.0,0
Male,29,African-American,25.034561479183814,1
Male,32,Other,33.08034569325562,0
Male,35,Caucasian,-6.260685987947727,0
Male,26,Other,1.0,0
Male,3200,African-American,-22.512244562824606,0
Male,24,African-American,6.672583586287578,0
Female,2500,African-American,-37.65656824191801,1
Male,4400,African-American,2.0,1
Male,27,Caucasian,5.886962552130351,1
Female,4900,Caucasian,3.0,1
Male,26,Hispanic,21.49381745370946,1
Male,43,Caucasian,4.0,1
Male,5800,African-American,3.097209443330616,0
Male,55,Caucasian,1.0,1
Male,4100,African-American,-3.6192622133625587,1
Male,30,African-American,7.0,0
Female,5600,Caucasian,1.0,0
Female,28,Caucasian,0.0,1
Male,23,African-American,5.070732596320324,1
Female,51,Caucasian,-24.55291253481801,0
Male,24,African-American,1.0,0
Male,32,Other,-46.95563654162648,1
Female,49,African-American,12.533715105634952,1
Male,3200,African-American,4.0,0
Female,29,Caucasian,0.0,0
Male,2200,African-American,-47.981909076873414,0
Male,45,Caucasian,9.0,0
Male,3300,Other,2.0,0
Male,59,Caucasian,1.0,0
Male,5200,Caucasian,1.0,1
Male,4900,Caucasian,1.0,1
Male,3500,Caucasian,17.68934399345375,0
Female,27,Caucasian,0.0,1
Male,4300,African-American,-64.71283449972935,1
Female,44,African-American,1.0,1
Male,24,African-American,1.0,1
Male,2200,African-American,17.527056854298205,0
Male,43,Caucasian,35.71145772306825,1
Female,5700,African-American,17.265996176721263,1
Male,23,African-American,4.481717957076766,0
Male,5200,Caucasian,-41.966238173838235,1
Male,27,African-American,8.0,0
Male,23,African-American,3.0,0
Male,3600,African-American,-33.645385508151264,1
Male,48,African-American,25.0,0
Male,2400,African-American,2.0,0
Male,32,Hispanic,1.0,1
Male,30,African-American,11.0,0
Male,2000,African-American,4.0,0
Male,42,Caucasian,1.0,0
Male,5600,Caucasian,5.0,1
Male,3100,African-American,9.0,0
Male,3100,African-American,20.177812472548055,1
Male,30,African-American,14.0,0
Male,3100,African-American,6.0,0
Male,20,Caucasian,0.0,0
Male,3000,African-American,16.584412742614283,1
Male,24,Other,0.0,1
Male,3100,Caucasian,12.549487878105579,0
Female,3300,African-American,6.0,0
Male,37,African-American,-12.182973725363489,1
Male,4000,Caucasian,-63.118742928828794,0
Male,46,African-American,-28.823618012393545,0
Male,39,Caucasian,1.0,1
Female,2800,Caucasian,17.780134827489285,1
Male,3500,Caucasian,5.0,1
Male,54,African-American,2.0,1
Male,20,Other,3.0,0
Male,58,African-American,21.82941895861733,1
Male,2900,Caucasian,1.0,1
Male,3300,Caucasian,13.164672363535933,1
Male,2300,Hispanic,0.0,0
Male,31,Caucasian,16.242114559235063,0
Male,2600,African-American,19.577604139153333,0
Male,48,African-American,-16.468132067531855,0
Male,3300,African-American,3.0,1
Female,2000,African-American,0.0,1
Male,38,African-American,4.0,1
Female,3200,African-American,9.839225527332877,0
Male,2400,African-American,9.009560870453438,1
Male,26,African-American,2.0,1
Female,33,African-American,0.0,1
Male,23,Caucasian,-19.19582475885084,0
Male,5100,Caucasian,24.863786428237105,1
Male,3000,African-American,-4.804616891059519,1
Male,2700,African-American,17.1349635215173,0
Male,3100,African-American,9.0,0
Male,23,African-American,-24.64749657292672,1
Male,5400,African-American,4.0,0
Male,28,Caucasian,18.725657727954317,1
Male,4700,African-American,42.42305072050735,0
Male,3900,Caucasian,1.0,1
Female,34,Caucasian,0.0,0
Male,25,Hispanic,-4.762945609778734,1
Female,40,Other,3.0,1
Male,5200,African-American,7.0,0
Female,3600,African-American,0.0,1
Male,3200,Caucasian,2.0,1
Male,4500,African-American,0.0,0
Male,41,African-American,-27.46802108436545,1
Male,49,Caucasian,0.0,1
Male,29,Other,0.0,1
Male,5500,Caucasian,0.0,1
Male,5900,African-American,2.514710288043039,0
Male,30,African-American,7.142768028034398,1
Female,2700,African-American,0.0,1
Male,43,African-American,18.0,0
Female,5800,Caucasian,49.921509132705474,1
Male,48,Caucasian,17.611077254594214,1
Male,4600,Caucasian,24.49786216582814,1
Male,47,African-American,-2.427655920473619,0
Male,2700,African-American,13.882160188195188,1
Male,2700,African-American,44.669230443371696,0
Male,27,African-American,9.0,0
Male,2800,African-American,17.67935136457027,1
Female,2100,African-American,1.9697488780488677,0
Male,54,African-American,-0.7076783281104726,1
Female,47,African-American,1.0,1
Male,42,Caucasian,29.738528892527864,1
Female,45,African-American,-25.208068403482635,1
Male,38,Caucasian,-0.5352187376774609,0
Male,24,African-American,0.0,1
Male,3100,Hispanic,-38.41408295838642,0
Female,25,African-American,5.0,0
Male,31,African-American,2.0,1
Male,55,Caucasian,2.0,0
Male,44,Caucasian,-9.511541595154,0
Female,5100,Caucasian,0.0,1
Female,23,Caucasian,0.0,0
Female,34,Caucasian,-18.280443587370012,0
Male,3400,African-American,6.0,0
Male,4200,Caucasian,4.0,0
Male,27,African-American,28.58411361741879,1
Female,4000,African-American,-8.038127423025065,1
Female,24,Caucasian,0.0,1
Male,29,African-American,6.0,0
Male,3100,Other,6.0,0
Male,2600,African-American,2.0,1
Male,3900,Caucasian,20.735171128326375,1
Male,25,African-American,3.0,0
Male,3100,African-American,-2.1959360349084527,1
Male,2600,Asian,2.0,0
Male,2400,African-American,10.0,0
Male,25,African-American,-32.69404903808119,0
Male,2600,Native American,0.044533466415087375,0
Female,22,Caucasian,0.0,1
Male,50,Caucasian,18.566889587259027,0
Female,25,African-American,-24.710502257923117,1
Male,6300,African-American,2.0,1
Male,4800,African-American,65.66559627890811,0
Male,21,Caucasian,0.0,0
Male,4000,Caucasian,22.319415065825893,1
Male,3900,Caucasian,-35.34197491483239,1
Male,28,African-American,8.42980378506159,1
Male,24,African-American,1.0,0
Male,3300,Caucasian,-20.361434652823814,1
Female,4400,Caucasian,10.0,0
Male,38,Hispanic,8.210326738220628,1
Male,24,African-American,-19.639221128120113,1
Male,33,African-American,36.582869702609806,1
Male,6700,Hispanic,0.0,0
Male,4400,African-American,0.0,1
Male,31,Caucasian,24.237242000103233,0
Male,34,African-American,0.5540264915932552,1
Male,21,African-American,1.0,0
Male,53,Caucasian,1.0,1
Male,35,Caucasian,-21.255783595791016,0
Female,2200,Caucasian,17.713908306019576,1
Female,30,African-American,18.504346634351876,0
Male,2000,African-American,1.0,0
Male,43,Caucasian,11.0,0
Female,2600,African-American,2.918937420254898,0
Male,3900,African-American,1.0,1
Male,31,Caucasian,10.0,1
Male,3500,African-American,25.687921562339135,0
Male,24,African-American,1.0,1
Female,2200,Caucasian,-29.626836807314778,1
Female,41,Caucasian,3.0,1
Male,57,African-American,24.416180614348804,0
Male,23,African-American,-17.65134422821356,0
Female,3200,African-American,3.1128947615662543,0
Female,40,Caucasian,3.0,0
Female,31,Caucasian,2.0,1
Female,45,Caucasian,5.0,1
Male,2600,Caucasian,-39.54412961991535,0
Female,43,Caucasian,10.88740888431354,0
Male,3700,Caucasian,11.0,0
Female,33,African-American,1.0,1
Male,2800,African-American,-42.99894887015508,1
Male,6400,Caucasian,9.49916753053487,1
Male,7700,Caucasian,3.0,1
Female,46,African-American,-7.908694695955221,1
Female,30,African-American,2.0,1
Female,59,Caucasian,0.0,1
Male,30,Caucasian,15.600407054638477,1
Male,5500,Caucasian,-5.301388468461326,0
Male,55,Caucasian,0.0,1
Male,36,African-American,-26.37711848369348,1
Male,20,African-American,12.127072398603806,0
Male,26,Caucasian,-17.055705910494996,0
Male,25,African-American,25.61284142012069,0
Male,30,African-American,15.634051791014027,1
Male,23,Caucasian,1.0,1
Male,52,African-American,23.0,0
Male,58,Caucasian,12.719045558537026,1
Male,38,Other,-23.385817143932414,0
Male,22,Caucasian,4.16866476941332,0
Female,2700,African-American,2.0,1
Male,37,African-American,0.0,1
Male,2100,African-American,-2.409746105907839,0
Female,63,Caucasian,-25.52472647555281,1
Male,22,African-American,0.0,1
Male,2300,African-American,-8.516729414974485,0
Female,4100,Caucasian,-5.150292062630286,1
Male,5400,African-American,2.092841908292744,0
Male,2500,Caucasian,27.022661286179186,0
Male,24,Caucasian,-2.909450998078445,1
Male,2300,African-American,-35.25353698412908,0
Male,2900,Caucasian,0.0,0
Male,28,African-American,12.0,0
Male,54,Other,-5.090724353164849,1
Female,56,African-American,2.0,0
Male,4000,Hispanic,1.0,1
Female,6100,African-American,16.723916088205677,0
Female,2700,Hispanic,0.0,1
Female,4200,African-American,-16.32746765019791,1
Female,3000,African-American,4.0,1
Male,27,Hispanic,2.0,1
Male,44,African-American,-17.434622309325825,1
Male,29,Caucasian,41.338713564305394,0
Male,30,African-American,-34.19115593570492,1
Female,4400,Caucasian,-18.216100041318025,0
Male,4900,Caucasian,4.0,0
Male,33,African-American,-19.139086147014638,1
Male,31,Caucasian,4.0,0
Female,3300,Caucasian,-35.46399426262677,1
Male,38,Caucasian,2.0,0
Female,20,African-American,4.0544843256970005,0
Male,24,Caucasian,43.250461960392975,0
Male,34,African-American,16.544505334704773,1
Male,4200,Caucasian,-14.476031690386856,1
Male,20,Other,51.858357965626055,0
Male,31,African-American,0.0,1
Male,21,African-American,14.435869213522892,0
Male,3700,African-American,22.0,0
Male,29,African-American,8.0,1
Male,46,African-American,3.0,0
Male,24,Caucasian,1.0,1
Male,25,African-American,5.022033968472258,0
Male,2300,African-American,18.156750594852365,1
Female,2400,Caucasian,58.35157687679682,1
Male,37,Hispanic,1.3560935133067789,0
Male,25,African-American,2.0,0
Male,3200,Caucasian,18.977684653731536,0
Male,28,African-American,1.3550166942971935,0
Male,27,Caucasian,-20.891648709652973,1
Male,2400,African-American,2.6406331547694615,1
Male,31,African-American,8.44437783825212,0
Male,34,African-American,8.413463916663982,0
Male,2400,African-American,-24.90664884979164,0
Male,27,African-American,7.0,0
Male,41,Caucasian,9.15805024313839,1
Male,2700,African-American,19.363594992463028,1
Male,24,Other,0.8317187128545485,0
Male,20,African-American,-18.758150181794388,1
Male,23,African-American,-20.049721177580082,0
Male,3100,Caucasian,-32.69853458005343,0
Female,23,African-American,2.7178513703733462,1
Female,47,African-American,26.373845216797026,1
Male,5600,African-American,-5.329635567162134,0
Male,2900,African-American,0.0,1
Male,2400,African-American,1.0,1
Male,2200,African-American,1.0,0
Male,3200,African-American,18.581075155794395,0
Female,46,African-American,59.050283265403905,1
Male,3800,African-American,27.014087298020968,1
Male,45,Caucasian,2.0,1
Male,2500,African-American,12.178637646606552,1
Male,5900,African-American,12.217423991579821,1
Male,1900,African-American,1.0,0
