Sex,Age,Race,Prior,two_year_recid
Male,42,Native American,0.0,1
Male,30000,Caucasian,4.0,0
Male,40,Caucasian,-6.4734230654741545,1
Female,23000,African-American,-8.38866503525406,0
Male,50000,African-American,-3.4217202577190813,1
Male,24,Caucasian,9.0,0
Female,21000,Caucasian,0.0,1
Male,21000,African-American,4.0,0
Female,33000,African-American,-11.859464353663135,0
Male,77,Caucasian,1.0,1
Female,34,Caucasian,9.456901358147872,0
Male,25,African-American,-2.483733855689475,1
Male,24,Caucasian,11.457682782072478,1
Male,23000,African-American,-6.424322226233325,0
Male,29,African-American,-5.230408784465122,1
Male,21000,Caucasian,1.0,0
Female,37000,African-American,13.0,1
Male,26000,African-American,6.0,1
Male,29,Caucasian,-0.897798641338986,0
Male,37000,Caucasian,0.0,1
Male,27000,African-American,6.46711264300254,1
Male,46000,Caucasian,2.0,1
Male,57,African-American,12.75717613145812,1
Male,58000,African-American,29.731457357144244,0
Female,25000,African-American,0.0,1
Female,39,Caucasian,3.0,1
Male,26,Caucasian,7.956090069358525,0
Female,24,African-American,-1.9005345256442876,1
Male,23000,African-American,4.0,0
Male,27000,African-American,10.601261900725927,0
Male,25,Caucasian,9.0,1
Male,22,African-American,0.0,0
Male,45,African-American,14.535800161097615,0
Female,28000,African-American,7.323000690511575,0
Male,20000,African-American,-7.766167439713389,1
Male,35000,African-American,1.0,1
Male,28,Hispanic,2.0,0
Female,30,Caucasian,2.0,0
Male,58000,African-American,-4.071724907886809,0
Female,32000,Hispanic,1.0,0
Female,21000,Caucasian,0.0,1
Male,37000,Other,0.0,1
Female,33,Caucasian,0.0,1
Male,21,African-American,-8.95944290392571,1
Male,34,African-American,1.0,1
Male,26,African-American,1.9188432905194222,0
Male,31000,African-American,6.386998054566016,0
Male,28000,African-American,-7.181763316912628,0
Male,29000,African-American,7.060348127444471,0
Male,24,Caucasian,-1.4197604002748752,1
Male,55,Caucasian,0.0,1
Male,45,Caucasian,5.0,0
Male,54000,African-American,3.9042956673883458,1
Male,24000,African-American,3.8011815467781895,0
Male,31,Other,16.714304390819834,1
Male,31000,Caucasian,0.0,0
Male,27000,African-American,3.387114746458277,0
Male,23000,African-American,1.0,0
Male,36000,African-American,5.073441042608414,0
Female,22,Caucasian,0.0,1
Male,22,Caucasian,1.0,0
Male,30000,Hispanic,0.0,1
Male,56,Hispanic,8.0,1
Male,56,Caucasian,-2.235920793403529,1
Male,31000,African-American,2.0,1
Male,28000,Hispanic,1.0,1
Female,28000,African-American,6.73836120172372,0
Male,24000,African-American,10.983687487405408,0
Male,22,Caucasian,1.0,0
Female,21000,African-American,10.102691776224193,1
Male,33000,African-American,-1.1467723993068417,0
Male,47000,Native American,22.0,0
Female,38,Caucasian,2.0,1
Male,23000,African-American,-8.722949545534913,1
Male,27000,African-American,-2.6954735159784864,0
Female,21000,African-American,-0.40134443617429927,0
Male,59000,African-American,10.133154483784015,1
Male,33,Hispanic,2.0,1
Male,55000,African-American,14.864300369235316,0
Male,41000,African-American,18.0,0
Male,47000,African-American,27.4590102659266,0
Male,21,African-American,2.369661846591822,0
Female,59,Caucasian,0.0,1
Female,39,Caucasian,8.0,0
Male,20000,African-American,-11.556196187896772,1
Female,25,Caucasian,1.0,0
Female,54000,Caucasian,12.0,1
Male,48000,African-American,6.0,1
Male,67000,African-American,14.52357735523301,0
Male,39,Hispanic,1.0,1
Male,19,Caucasian,1.0,0
Male,50000,African-American,-4.056652578704123,1
Male,24,Caucasian,1.0,1
Male,35000,African-American,7.916439822613623,1
Male,61000,African-American,36.051092194233355,1
Male,48000,Other,4.0,0
Male,52000,African-American,-2.434849208092669,1
Male,23000,African-American,-0.5674447937000275,0
Male,43000,African-American,7.744198890457172,0
Male,23000,African-American,8.125148540714445,0
Male,50,African-American,7.834111101317488,0
Female,20,Caucasian,1.0,0
Male,56000,African-American,34.52895309544611,1
Male,24,Hispanic,3.0,0
Male,53000,Caucasian,0.0,1
Female,51000,Caucasian,5.0,0
Male,56,Caucasian,1.0,1
Female,34,Caucasian,15.0,0
Male,30,Hispanic,2.466631265856757,1
Male,22000,African-American,0.0,0
Female,42,Caucasian,0.0,1
Male,26,African-American,26.233465408686165,0
Male,54000,African-American,8.0,0
Male,24000,African-American,12.716817258360923,1
Male,27000,African-American,2.373232343875454,0
Male,43,Caucasian,2.0,0
Male,45,Caucasian,4.0,0
Male,44000,Caucasian,0.0,1
Male,25000,African-American,14.000525570664662,0
Female,28000,African-American,10.092477525193768,1
Male,32,Caucasian,1.0,1
Male,37,Caucasian,0.0,1
Male,34,Caucasian,13.514006352194569,0
Female,62,Caucasian,0.0,1
Male,27000,African-American,10.71322067231251,1
Male,33000,African-American,8.93091295076934,0
Male,45000,Other,1.0,1
Male,31,Other,0.0,1
Male,23000,Caucasian,4.0,0
Female,21,Other,0.0,1
Male,32000,African-American,18.282525038365684,1
Male,34,Asian,0.0,1
Male,30,African-American,3.2837459989706157,1
Male,22,African-American,3.0,0
Male,37,Caucasian,1.9719260721522784,0
Female,25,Hispanic,0.0,1
Male,31,Caucasian,-3.6498440567765718,1
Male,33000,African-American,-3.2364955159531332,1
Male,24000,Hispanic,0.0,1
Male,54,African-American,-0.08602804295246269,0
Male,23,Hispanic,0.0,1
Male,23,Hispanic,0.0,1
Male,23000,Caucasian,3.0,1
Male,23,Caucasian,0.0,0
Male,21000,African-American,2.6943447549945763,0
Male,20000,African-American,0.15597137183572773,0
Female,22,Caucasian,2.0,1
Male,28,Hispanic,11.0,1
Female,33000,African-American,0.0,1
Male,43,Hispanic,0.0,0
Male,41,Caucasian,3.0,1
Male,44000,African-American,14.0,0
Male,37,Hispanic,3.0,1
Male,44,Caucasian,2.0,0
Male,25000,African-American,7.008238067039599,0
Female,25000,Caucasian,0.0,1
Male,26,Caucasian,0.0,1
Female,25000,African-American,1.0185690177069255,1
Male,25000,African-American,-6.543213302760312,1
Male,24000,Asian,0.0,1
Male,29,African-American,6.242772171418746,0
Male,30000,African-American,14.0,1
Male,20000,African-American,0.0,1
Male,22000,African-American,-6.826959998814334,1
Male,62,Caucasian,0.0,1
Male,28000,African-American,7.866549098101487,1
Male,24,Hispanic,1.0,0
Male,50,Caucasian,5.0,1
Male,33,Other,0.0,1
Female,57,Hispanic,3.758451941384837,1
Female,30,African-American,2.3564075188797378,1
Male,34,Caucasian,0.0,1
Male,34000,African-American,-2.8402567824930935,1
Male,56000,African-American,17.09385081588313,0
Male,72000,Caucasian,1.0,1
Male,30000,African-American,5.963081665039136,0
Male,25,Caucasian,0.0,1
Female,46000,African-American,7.2873631262093665,1
Male,54000,African-American,0.7432568962496979,1
Male,23,Caucasian,0.0,1
Male,24000,African-American,-4.762077134940555,1
Female,57,Caucasian,2.0,1
Male,22000,African-American,0.0,0
Male,59000,African-American,-1.2308618504473614,1
Female,51000,African-American,9.996322987812489,1
Male,47000,African-American,-0.9750356132828972,1
Female,57000,Caucasian,4.691743741724298,1
Male,45,African-American,1.369391035949989,1
Male,22000,African-American,-3.8832998737097877,1
Male,21,Hispanic,0.0,1
Male,41000,African-American,7.0,1
Male,30,Caucasian,3.0,1
Female,30,Caucasian,4.0,1
Male,46,African-American,3.0,0
Male,26000,African-American,12.309270241691129,1
Male,34,Caucasian,2.0,1
Male,34000,African-American,8.544361232694495,0
Male,57,Caucasian,0.0,1
Male,73000,Caucasian,1.203976642693874,1
Female,35000,African-American,0.0,0
Male,53000,Caucasian,2.0,1
Male,44000,African-American,4.146203902252468,1
Male,38000,Caucasian,0.0,1
Male,27000,African-American,1.0,0
Male,32,Caucasian,1.0,0
Male,24000,African-American,-1.8732394682442988,1
Female,24000,Caucasian,7.0,0
Male,28000,African-American,15.935158948227272,1
Male,25,Caucasian,2.0,0
Female,44000,African-American,9.242819151912784,1
Male,22000,African-American,-1.694835829831285,1
Male,21,Other,1.0,0
Female,41,African-American,9.709355239089195,0
Male,34000,African-American,-6.735119865475172,0
Male,53000,African-American,11.0,1
Male,34000,Other,1.0,0
Male,42,Caucasian,4.0,0
Male,44,Caucasian,-9.116107987823783,1
Male,37000,African-American,6.655063531031898,1
Male,34,African-American,6.369824099750172,0
Male,58,African-American,1.76597749553402,1
Male,26000,African-American,-6.743703530835335,1
Male,67000,African-American,8.372523757068592,1
Male,22000,African-American,1.0,1
Female,42000,African-American,4.1406248630108795,1
Male,20000,African-American,3.3219244779294765,0
Female,29,Caucasian,1.0,0
Male,40000,African-American,17.038510450140095,0
Male,24,Caucasian,1.0,1
Female,24000,African-American,12.98173001966001,1
Male,21,Caucasian,0.0,1
Female,43000,African-American,15.340812446083588,1
Male,35000,African-American,0.7616687856633999,1
Male,30000,African-American,2.559374114839381,1
Male,31,Other,0.0,1
Male,23000,African-American,6.437970955223261,1
Female,36000,African-American,6.914111416287305,1
Male,31000,African-American,6.0,1
Female,28,African-American,-2.8305749831766764,1
Female,42000,African-American,11.647052896826898,1
Male,46000,Caucasian,0.0,1
Male,31000,African-American,-4.911745864842738,1
Male,28000,African-American,-4.051935576458461,1
Female,26000,African-American,-9.15500992499055,1
Male,54000,African-American,4.0,0
Male,42000,African-American,23.95578539646173,0
Female,43,Caucasian,0.0,1
Male,35,Caucasian,-5.2222574180457455,1
Female,37000,African-American,4.349926407337459,1
Male,36000,African-American,9.970314258581631,0
Male,25000,African-American,-3.8472625694835827,1
Male,39,Caucasian,1.0,1
Male,37,Hispanic,4.0,1
Male,24000,African-American,-5.383775164116291,1
Male,31,Hispanic,0.0,0
Female,54,Caucasian,0.0,1
Female,48,Caucasian,0.0,1
Male,38,African-American,6.383324770925531,1
Male,43000,African-American,18.0,0
Male,30000,African-American,10.388813403210126,0
Male,37000,Caucasian,0.0,1
Female,27000,African-American,14.222695482214693,1
Male,33,Caucasian,11.365292592148206,1
Male,45,Hispanic,0.0,1
Male,21,Caucasian,0.7587451182403884,0
Male,23000,African-American,4.3432245709880775,1
Female,31000,African-American,2.568817289289999,1
Male,28000,African-American,1.0,0
Male,21000,African-American,-5.754503917473281,1
Male,42,Hispanic,0.0,1
Male,50,Caucasian,1.0,1
Female,34000,Caucasian,10.56379367453913,0
Male,63000,African-American,3.0,1
Male,36,African-American,2.153011949298839,1
Female,22,Hispanic,4.720130201571998,1
Male,30000,African-American,-12.594423241915015,1
Male,24,African-American,-2.08904845203974,0
Male,27000,African-American,2.4787723537604216,1
Male,47000,African-American,6.067075828237632,0
Male,32,Caucasian,2.0,1
Male,22,Caucasian,1.0,0
Male,22,Caucasian,0.0,1
Female,57000,Caucasian,3.0,1
Male,39000,Caucasian,0.0,1
Male,50000,African-American,-1.6010100009736652,1
Female,24000,African-American,12.14203697760106,1
Male,36000,African-American,0.0,1
Male,28000,African-American,20.855699576485488,0
Female,48,Caucasian,0.0,1
Male,26,Caucasian,2.0,0
Male,31000,Caucasian,0.3671906449435349,0
Female,54,Caucasian,1.0,1
Male,25000,African-American,1.9091316231151305,0
Male,22,African-American,0.0,1
Male,31,Caucasian,1.0,0
Male,38000,African-American,15.700355821940642,1
Male,32000,African-American,-6.033277336046556,0
Male,43,Caucasian,11.0,0
Male,33000,Caucasian,14.0,1
Male,29000,African-American,-1.6234500433795525,1
Male,39000,African-American,-1.3385815609739118,0
Male,39,Caucasian,9.0,0
Female,33,Caucasian,2.0,0
Male,67,Hispanic,0.0,1
Male,30,Hispanic,7.0,0
Male,24,African-American,7.740197396858804,0
Male,33000,African-American,7.339660017957829,0
Female,49,Caucasian,2.0,0
Male,46,Caucasian,-6.05143071586934,1
Female,26,Caucasian,2.0,1
Female,42000,African-American,0.0,1
Male,41,African-American,5.2633732104462725,0
Female,37,Hispanic,1.0,1
Male,20000,African-American,4.4423415096558525,1
Male,32,Other,1.0,1
Female,22000,African-American,-10.581775601225688,0
Female,53,Caucasian,0.0,1
Female,32000,African-American,0.0,0
Female,22,Caucasian,0.0,1
Male,24,Caucasian,4.981170233700241,1
Male,22000,Caucasian,5.0,0
Female,25,African-American,6.427071483684031,0
Female,49000,African-American,0.2254089562593613,1
Male,37000,African-American,-2.478256850003863,0
Male,31,African-American,2.2834226093763337,0
Male,45,Caucasian,1.0,1
Male,41000,African-American,-5.937182307421216,1
Male,31000,African-American,-8.20087236895893,1
Male,21000,African-American,-2.1575508504552006,0
Female,32000,African-American,-1.9135534004337762,0
Male,43000,Hispanic,3.0,0
Male,26,African-American,-3.4425639306450977,1
Male,24,Caucasian,3.3486186609389286,0
Female,45000,African-American,5.9605025157531975,1
Male,37,Caucasian,0.0,1
Female,45,Native American,1.0,1
Female,33000,African-American,6.8300379431182625,1
Male,38000,African-American,3.0924997419652254,0
Male,39000,African-American,8.93716300640845,0
Male,48000,African-American,-7.875906739569024,1
Male,30000,African-American,6.819710180510227,0
Male,23000,African-American,3.109355652960069,1
Male,44000,Caucasian,0.0,1
Male,39000,African-American,6.8938913267446935,1
Male,47000,African-American,20.816290622431097,1
Male,41,Caucasian,14.0,0
Male,25000,African-American,0.0,1
Male,23000,African-American,0.0,1
Male,35,African-American,2.4149901890040084,1
Male,27,African-American,7.0,0
Male,32000,African-American,13.705630248229003,0
Male,32000,African-American,4.753429275704147,0
Male,48,Caucasian,-2.510448249572198,0
Male,41,African-American,9.546087550400394,0
Male,21,Hispanic,0.0,1
Female,22,Caucasian,2.0,1
Male,34000,African-American,29.97691317213809,1
Male,23,Caucasian,6.0,0
Female,23000,Caucasian,1.0,1
Male,24,African-American,-5.698777296135915,1
Male,22,Caucasian,0.0,1
Female,24000,African-American,1.736922502535589,1
Male,37000,African-American,1.5553060900098648,1
Male,30000,African-American,10.877933056243801,1
Female,26000,African-American,-4.114270120906184,1
Male,35000,African-American,5.858718844222455,0
Male,27000,African-American,-0.6356376061187219,0
Male,25000,African-American,8.631527508506018,1
Male,33,Caucasian,0.0,1
Male,35000,African-American,14.450095820262211,1
Male,39000,Other,0.0,1
Male,30000,African-American,-5.607568940081845,1
Female,39000,African-American,0.5731848765098593,1
Male,30,Hispanic,6.0,0
Male,36000,African-American,22.13770966070034,0
Male,28,Hispanic,3.0,1
Male,51,Caucasian,6.0,0
Male,59,Caucasian,1.0,0
Male,37,African-American,16.0,0
Male,34,African-American,-3.034565171159456,1
Male,44,Caucasian,0.0,1
Female,25,Hispanic,9.991505054498258,1
Male,25,African-American,6.330356100473542,1
Male,24000,African-American,-1.9640818414226218,0
Male,30000,African-American,13.148300926900546,1
Male,21,Caucasian,-0.558042036246333,1
Male,24,African-American,1.0,1
Male,51,African-American,7.540855284427192,1
Male,41,Caucasian,0.0,1
Male,40000,African-American,6.353288975827663,1
Male,28,African-American,13.808964303134672,0
Female,39000,African-American,-10.026654006853637,0
Female,24,African-American,9.543156309540402,1
Female,33000,African-American,0.0,1
Male,48,African-American,0.9283757141579994,0
Male,48,Caucasian,0.0,1
Female,23000,African-American,-2.42243596696416,1
Male,30,Caucasian,-1.231303316504182,0
Male,34000,African-American,0.4267724878234995,1
Male,21,Caucasian,0.0,1
Male,20,African-American,1.0,0
Male,20000,Caucasian,4.0,1
Male,28000,African-American,2.3310609521314323,0
Male,51,African-American,26.62630749075082,0
Male,31,Other,1.0,1
Male,34000,African-American,8.0,0
Male,60000,African-American,0.8094038553403525,1
Male,27000,African-American,5.451171632611553,0
Male,21,Hispanic,0.0,0
Male,42000,Caucasian,6.0,1
Female,27,Caucasian,2.0,1
Male,36,African-American,12.13718300365807,0
Male,21000,African-American,-5.4930178920375345,1
Male,32,Other,-4.8929691759429215,1
Male,35,Caucasian,2.0,1
Female,44,Caucasian,0.0,0
Male,41,Hispanic,1.0,0
Male,35000,African-American,12.500451840732877,0
Female,34,Other,0.0,1
Male,34000,African-American,12.0,0
Male,24000,Hispanic,2.0,1
Male,45,Hispanic,2.0,1
Male,32,Caucasian,8.0,1
Male,55,African-American,1.0,1
Male,24,Caucasian,3.0,1
Female,33000,Caucasian,0.36092799918569257,1
Male,29000,Caucasian,3.0,0
Male,51000,African-American,-1.3181902528727143,0
Male,34,African-American,-0.35486535118093143,1
Male,39000,African-American,9.010155466791277,0
Male,38000,African-American,-1.948188457632472,0
Female,27,Caucasian,0.0,1
Female,38,Other,0.0,1
Male,56000,Other,0.0,1
Male,23000,African-American,-7.3419294541790485,0
Male,40,Hispanic,8.0,0
Male,27,Caucasian,4.0,1
Male,32,Caucasian,7.1774538966439865,0
Male,22000,African-American,-9.792349216469633,0
Male,42,Caucasian,1.0,1
Male,22000,African-American,-3.5034832557323625,1
Male,22000,African-American,6.6772248110752,0
Male,53,Caucasian,7.996560995882334,1
Male,53,Caucasian,-4.448453183558055,1
Male,25,African-American,11.599373259002906,0
Female,42,Caucasian,0.0,1
Male,70000,Caucasian,-9.738352505146997,1
Male,21000,African-American,0.0,0
Male,28000,African-American,1.8079673309565276,1
Male,41,Caucasian,0.0,1
Male,20000,African-American,8.82408068719317,0
Male,25,Caucasian,1.0,1
Female,39000,Other,-2.767457811131204,1
Male,55,Hispanic,-0.859527010018633,0
Male,36000,African-American,14.0,0
Male,45,Hispanic,8.0,1
Male,20,Caucasian,1.0,0
Male,34,African-American,10.005327961013949,0
Male,27,Caucasian,-0.6487149827866766,1
Male,50,Caucasian,2.0,1
Male,30000,African-American,8.3856086548279,0
Male,36,Caucasian,1.0,1
Female,23,Caucasian,1.0,1
Male,22000,African-American,3.5164580591081913,0
Male,28000,African-American,4.406413639537922,0
Male,23000,African-American,-6.958206961226122,0
Male,49000,African-American,-2.2328033152917524,1
Male,37000,African-American,19.658447335431152,1
Male,48,Asian,0.0,1
Male,32000,African-American,0.0,1
Male,36000,African-American,4.379518475216614,0
Male,43,Caucasian,-3.599320465445464,0
Male,66,Caucasian,1.0,1
Male,23,Other,2.0,1
Male,25000,African-American,0.29264529595814864,0
Male,38,African-American,2.6615866038152705,1
Female,24,Caucasian,2.0,1
Male,22000,Caucasian,0.0,1
Male,24000,African-American,8.06860991111457,0
Male,53000,African-American,5.990564506817272,0
Male,36,Caucasian,0.0,0
Male,21000,African-American,1.0,1
Female,54000,African-American,-1.4864682566520244,1
Male,25000,African-American,2.3973028386183963,0
Male,31,Caucasian,6.0,1
Male,25000,African-American,9.154699553316377,1
Male,28,African-American,2.0,0
Male,24000,African-American,3.0,1
Male,40000,African-American,-5.51023325845082,0
Male,50,Caucasian,16.0,0
Male,36,Caucasian,-3.1623897935796053,1
Male,24000,African-American,1.0,0
Female,31,Hispanic,2.0,0
Male,31000,African-American,-5.554790291735992,1
Male,56000,African-American,1.0,1
Male,40000,Other,4.0,0
Male,52,Caucasian,0.0,1
Male,24000,African-American,-0.8252350500050645,0
Female,34000,Caucasian,6.849729347075785,1
Male,26,Caucasian,11.0,1
Male,33000,Caucasian,1.0,0
Male,22,Caucasian,-11.009846549157121,0
Female,46,Caucasian,-3.0157957664992123,1
Male,46,Other,0.0,0
Female,33000,African-American,0.33572786499906826,0
Male,45,Hispanic,0.0,1
Male,60,African-American,12.0,1
Male,26000,African-American,0.0,0
Male,20000,African-American,-5.523305460478137,0
Male,66,Caucasian,0.0,1
Female,25000,African-American,5.682894416929337,1
Female,23,Other,0.0,1
Female,38000,Caucasian,5.0,0
Male,27,Hispanic,4.0,0
Male,32000,Caucasian,3.7470562980705253,1
Male,20000,African-American,0.0,0
Male,53,Caucasian,0.0,1
Male,79,Caucasian,1.0,1
Male,35,African-American,1.8368533537425544,1
Male,28000,African-American,2.395614416830425,0
Male,58,Caucasian,1.0,1
Male,23000,African-American,13.16646348642842,0
Male,26,African-American,1.690299668557065,1
Male,45,Other,0.0,1
Male,35000,African-American,15.571761846016182,0
Male,20,Caucasian,0.0,0
Female,40000,African-American,6.05781453090616,0
Male,32000,African-American,-3.1581534862884793,0
Male,38000,African-American,10.0,1
Male,37000,African-American,4.098055468126555,1
Female,22000,African-American,1.0,1
Male,36,Hispanic,20.0,0
Male,61000,Caucasian,1.0235322868037446,1
Male,29000,African-American,16.0,0
Male,56,Caucasian,10.031076893647846,1
Male,44,Hispanic,0.0,0
Male,22,Caucasian,0.0,1
Male,25000,African-American,-0.24094461065326556,0
Female,30,Hispanic,4.0,0
Female,49000,African-American,0.10646311234182126,1
Female,28000,Caucasian,2.0,1
Male,30000,African-American,0.0,0
Male,39,Caucasian,2.0,0
Male,46000,Hispanic,1.0,1
Male,24,Hispanic,1.0,1
Male,20,Hispanic,-1.6567488405039525,0
Male,20000,African-American,1.0,0
Male,24000,African-American,2.0,0
Female,37,African-American,-0.30522596252695156,1
Male,37,African-American,20.888786920407217,0
Male,57,Caucasian,15.0,1
Male,31000,African-American,-5.188751675450421,1
Male,26000,African-American,9.52426105245241,1
Female,20000,Caucasian,0.0,1
Male,28,Caucasian,6.0,1
Male,51,Caucasian,1.0,0
Male,21,African-American,5.0,0
Male,33,Caucasian,3.0,0
Male,44000,African-American,11.1073288505969,1
Male,22000,African-American,0.7775201087917563,0
Male,24000,Caucasian,9.930042287161388,1
Male,46,Other,0.0,1
Male,25000,Other,1.0,1
Male,24,African-American,0.0,0
Male,39,Caucasian,3.0,1
Male,28,African-American,2.0,1
Male,32,African-American,6.0,0
Female,33,African-American,-2.021182850810522,1
Male,30000,African-American,5.845933539089525,1
Female,19,Caucasian,1.0,0
Female,21000,African-American,2.131610033103205,0
Male,29,Other,4.0,0
Male,69000,African-American,4.678196367614759,0
Male,25000,African-American,3.416843423237083,1
Female,32,Caucasian,4.0,1
Female,35000,African-American,16.18363030914133,0
Female,24000,African-American,0.16232978443771454,1
Male,47,African-American,8.0418138534668,1
Male,39,Caucasian,3.0,1
Male,32,African-American,8.536797807750176,0
Female,30,African-American,-7.21276734125475,0
Male,39,Caucasian,2.0,0
Male,51000,Other,14.0,0
Male,30000,African-American,16.41058278450763,0
Male,28,Caucasian,5.0,1
Male,48,Caucasian,-5.869102960735623,1
Female,26000,African-American,4.218924868317039,0
Male,20000,Caucasian,6.683698210777375,0
Female,39000,African-American,2.1169819388979327,1
Male,39,African-American,-3.4948656468210064,1
Male,37,Caucasian,0.0,1
Female,31000,African-American,-2.441768276735919,1
Male,37000,African-American,13.591527526073442,1
Male,21000,African-American,11.183954516974802,0
Male,22000,African-American,7.71977918217254,0
Male,38,Caucasian,5.876673544220154,0
Male,29000,African-American,0.3711241322274699,1
Male,25000,African-American,3.0,0
Male,23000,African-American,10.64732032574764,1
Male,50,Caucasian,0.0,0
Male,26,African-American,3.2986084772576914,1
Male,51000,African-American,3.0,1
Male,41000,Caucasian,11.0,0
Male,52,African-American,15.294825865577296,0
Male,37000,Caucasian,5.0,1
Male,61000,African-American,15.709272014620035,1
Male,55000,Caucasian,-8.166352235981826,1
Male,39,Caucasian,0.0,1
Male,21000,African-American,3.0,0
Male,41000,African-American,7.421439017791021,0
Male,34,Other,0.0,0
Male,53,Caucasian,1.0,1
Female,48,Caucasian,0.0,1
Male,25000,African-American,0.0,0
Male,21,Caucasian,-5.937403617115985,1
Female,24,Caucasian,-9.074513947831845,1
Male,20000,African-American,0.007856378195967283,0
Female,35000,African-American,14.479419673356368,0
Male,25000,African-American,5.0,0
Female,22,African-American,15.256156445846326,1
Male,21000,African-American,-13.770454904372912,0
Male,20000,Hispanic,0.0,0
Male,23,Caucasian,0.0,1
Male,64000,African-American,7.557053763696788,1
Male,50000,Caucasian,4.0,1
Male,52,African-American,3.8382579805972354,1
Male,31000,African-American,4.96583654299609,0
Male,50,Caucasian,3.0,0
Male,27000,African-American,2.842084812269371,0
Male,28,Caucasian,4.0,0
Male,37000,African-American,-3.419166978172758,1
Male,65000,Caucasian,6.0,1
Male,29000,African-American,9.166210656098762,0
Male,24,Other,2.0,0
Male,25000,Caucasian,1.0,1
Male,55000,Caucasian,0.0,1
Male,27000,African-American,10.17698580317295,0
Male,32,African-American,-1.753921601257475,1
Male,26000,Caucasian,0.0,1
Male,29000,African-American,15.24572548896575,0
Male,56,African-American,2.326171187885125,1
Female,51,Caucasian,0.0,0
Male,26000,African-American,10.477068347112064,0
Male,50000,African-American,-1.6266663535093642,0
Male,51000,African-American,3.2687895222242775,0
Male,47000,Hispanic,3.353868834333194,1
Male,58,Caucasian,2.4777163128553616,1
