Sex,Age,Race,Prior,two_year_recid
Male,0,Hispanic,19.224554455445546,1
Female,39,African-American,3.0,1
Male,29,African-American,19.224554455445546,1
Male,24,Caucasian,19.224554455445546,1
Male,24,African-American,19.224554455445546,0
Male,49,African-American,10.0,0
Male,9,Caucasian,19.224554455445546,0
Female,3,African-American,19.224554455445546,1
Male,47,Caucasian,0.0,1
Male,0,Caucasian,19.224554455445546,1
Male,24,Other,0.0,0
Male,1,Hispanic,19.224554455445546,1
Male,8,Caucasian,53.0,0
Female,31,African-American,19.224554455445546,0
Male,41,African-American,0.0,1
Male,2,Hispanic,19.224554455445546,1
Male,25,Caucasian,2.0,1
Male,45,Hispanic,4.0,1
Male,57,Caucasian,0.0,1
Male,41,African-American,8.0,1
Male,10,African-American,19.224554455445546,0
Male,22,African-American,1.0,1
Male,40,African-American,1.0,1
Male,39,African-American,19.0,0
Male,31,African-American,2.0,1
Male,37,African-American,3.0,1
Male,0,African-American,20.0,1
Male,31,Hispanic,19.224554455445546,1
Male,16,African-American,36.0,0
Male,0,Caucasian,41.0,1
Male,0,African-American,20.0,1
Female,1,Caucasian,19.224554455445546,0
Male,2,Caucasian,19.224554455445546,0
Female,34,African-American,14.0,1
Male,3,Hispanic,24.0,0
Male,16,African-American,19.224554455445546,1
Female,1,Caucasian,35.0,1
Male,29,African-American,19.224554455445546,0
Male,0,African-American,19.224554455445546,0
Male,20,Caucasian,19.224554455445546,0
Male,24,African-American,0.0,1
Male,28,Caucasian,19.224554455445546,0
Male,37,African-American,19.224554455445546,0
Male,37,African-American,19.224554455445546,1
Male,1,Caucasian,49.0,1
Male,59,Caucasian,19.224554455445546,0
Female,57,Caucasian,2.0,1
Male,1,African-American,22.0,0
Male,37,African-American,19.224554455445546,1
Male,55,African-American,3.0,0
Female,1,African-American,19.224554455445546,1
Male,1,African-American,24.0,0
Female,3,African-American,19.224554455445546,0
Female,2,Hispanic,31.0,0
Male,5,African-American,19.224554455445546,1
Male,0,African-American,19.224554455445546,1
Female,1,Caucasian,56.0,1
Female,48,Other,19.224554455445546,1
Male,2,Caucasian,27.0,1
Male,42,African-American,19.224554455445546,0
Female,20,Caucasian,0.0,1
Male,6,Caucasian,31.0,0
Male,27,African-American,19.224554455445546,0
Male,21,African-American,19.224554455445546,1
Male,29,African-American,4.0,1
Female,20,Other,1.0,1
Male,24,Caucasian,19.224554455445546,0
Male,26,Hispanic,19.224554455445546,1
Male,26,African-American,19.224554455445546,0
Male,0,African-American,19.224554455445546,1
Female,20,African-American,19.224554455445546,1
Male,24,Caucasian,19.224554455445546,1
Male,21,African-American,27.0,0
Male,0,African-American,19.224554455445546,1
Male,0,Hispanic,30.0,1
Male,39,Caucasian,0.0,1
Male,42,African-American,6.0,0
Male,0,African-American,19.224554455445546,1
Male,31,African-American,2.0,0
Male,1,African-American,19.224554455445546,0
Male,6,Caucasian,19.224554455445546,0
Male,36,Other,19.224554455445546,0
Male,4,Caucasian,65.0,1
Male,18,Caucasian,4.0,0
Male,57,African-American,19.224554455445546,1
Female,6,African-American,39.0,1
Male,30,Caucasian,19.224554455445546,1
Male,10,African-American,19.224554455445546,0
Male,26,African-American,0.0,0
Male,0,African-American,19.224554455445546,1
Male,11,African-American,28.0,1
Male,1,Caucasian,19.224554455445546,0
Male,32,Caucasian,19.224554455445546,0
Male,32,African-American,4.0,0
Male,48,African-American,19.224554455445546,1
Male,54,African-American,19.224554455445546,0
Male,3,African-American,19.224554455445546,0
Female,31,Caucasian,19.224554455445546,1
Female,4,African-American,19.224554455445546,0
Male,7,African-American,19.224554455445546,0
Male,5,African-American,36.0,0
Male,56,Caucasian,19.224554455445546,1
Male,1,Caucasian,25.0,1
Male,43,Caucasian,19.224554455445546,0
Male,20,African-American,19.224554455445546,1
Male,23,Other,5.0,0
Male,1,Caucasian,19.224554455445546,1
Male,96,Hispanic,2.0,0
Female,8,African-American,19.224554455445546,1
Male,0,African-American,23.0,0
Male,1,African-American,37.0,1
Male,21,African-American,1.0,1
Male,9,African-American,19.224554455445546,1
Female,0,African-American,19.224554455445546,1
Male,6,Hispanic,25.0,0
Male,1,Caucasian,19.224554455445546,1
Male,2,Caucasian,40.0,1
Female,1,Caucasian,48.0,1
Male,20,Caucasian,0.0,1
Male,49,Caucasian,0.0,0
Female,30,Hispanic,4.0,0
Female,30,African-American,19.224554455445546,0
Male,29,African-American,0.0,0
Male,24,Hispanic,19.224554455445546,0
Male,45,Hispanic,19.224554455445546,1
Male,0,African-American,41.0,1
Female,20,Other,1.0,1
Male,24,Hispanic,1.0,1
Female,2,African-American,19.224554455445546,1
Male,7,African-American,34.0,0
Male,46,African-American,0.0,1
Male,22,Caucasian,19.224554455445546,1
Male,7,African-American,42.0,1
Female,1,African-American,19.224554455445546,1
Female,20,Caucasian,19.224554455445546,0
Male,32,African-American,7.0,0
Male,2,Caucasian,19.224554455445546,1
Male,32,Hispanic,19.224554455445546,1
Male,6,Caucasian,54.0,1
Female,4,Hispanic,19.224554455445546,0
Male,51,Other,2.0,1
Male,1,Other,54.0,1
Male,0,African-American,33.0,0
Male,34,African-American,19.224554455445546,0
Male,0,Hispanic,19.224554455445546,1
Male,37,Hispanic,2.0,0
Female,6,Asian,45.0,0
Male,53,Caucasian,19.224554455445546,1
Male,1,African-American,31.0,1
Male,1,African-American,19.224554455445546,0
Female,20,Caucasian,19.224554455445546,1
Male,18,Caucasian,19.224554455445546,0
Female,50,Caucasian,19.224554455445546,0
Male,24,Caucasian,0.0,1
Male,5,Caucasian,19.224554455445546,1
Female,7,African-American,38.0,0
Male,35,Other,19.224554455445546,1
Male,36,Caucasian,19.224554455445546,0
Male,42,African-American,19.224554455445546,0
Female,32,Caucasian,2.0,0
Male,1,Other,19.224554455445546,0
Male,6,African-American,19.224554455445546,1
Male,22,African-American,0.0,0
Male,1,African-American,19.224554455445546,1
Female,1,African-American,19.224554455445546,1
Female,59,Caucasian,1.0,1
Male,28,Caucasian,5.0,1
Male,53,Caucasian,0.0,1
Male,1,Caucasian,19.224554455445546,1
Male,23,African-American,1.0,0
Male,53,Caucasian,8.0,1
Male,1,African-American,22.0,0
Female,44,Caucasian,1.0,0
Female,33,African-American,3.0,0
Male,53,African-American,6.0,1
Male,25,African-American,0.0,0
Male,0,African-American,46.0,1
Female,1,African-American,19.224554455445546,1
Female,2,Caucasian,27.0,1
Male,12,African-American,19.224554455445546,0
Female,0,Caucasian,53.0,1
Male,69,Caucasian,0.0,0
Male,2,Native American,19.224554455445546,1
Male,51,African-American,19.224554455445546,1
Male,2,Other,25.0,1
Male,2,African-American,19.224554455445546,0
Male,0,Caucasian,39.0,1
Female,28,Caucasian,0.0,1
Male,29,African-American,6.0,0
Male,29,Caucasian,19.224554455445546,0
Male,0,Caucasian,19.224554455445546,1
Female,0,African-American,30.0,0
Female,4,African-American,19.224554455445546,0
Male,0,Hispanic,19.224554455445546,1
Male,39,African-American,19.224554455445546,1
Female,0,Caucasian,38.0,1
Female,51,African-American,7.0,1
Male,38,Caucasian,10.0,0
Male,38,Caucasian,19.224554455445546,1
Male,24,Caucasian,19.224554455445546,0
Male,25,African-American,0.0,0
Male,27,African-American,12.0,0
Male,3,African-American,31.0,0
Male,4,African-American,19.224554455445546,0
Male,2,Caucasian,19.224554455445546,0
Male,24,African-American,19.224554455445546,0
Male,0,Caucasian,22.0,0
Male,38,Caucasian,19.224554455445546,0
Male,2,Caucasian,27.0,0
Female,24,African-American,19.224554455445546,0
Male,22,African-American,19.224554455445546,0
Male,24,Caucasian,1.0,1
Female,1,African-American,22.0,1
Male,8,Caucasian,39.0,1
Male,0,Hispanic,31.0,0
Male,5,African-American,19.224554455445546,0
Male,34,African-American,5.0,0
Male,4,Other,19.224554455445546,0
Male,43,Caucasian,19.224554455445546,1
Male,16,African-American,41.0,0
Male,0,Other,23.0,1
Male,0,African-American,22.0,1
Male,5,Caucasian,22.0,0
Male,37,African-American,3.0,1
Male,13,African-American,32.0,0
Male,0,Caucasian,51.0,1
Male,39,Caucasian,19.224554455445546,1
Male,0,African-American,70.0,1
Male,25,African-American,5.0,0
Male,47,Caucasian,1.0,1
Female,0,Caucasian,40.0,1
Male,30,Other,1.0,0
Male,14,African-American,19.224554455445546,0
Male,1,Caucasian,19.224554455445546,0
Male,0,African-American,19.224554455445546,1
Female,51,Caucasian,0.0,0
Male,57,African-American,19.224554455445546,1
Male,12,Caucasian,43.0,1
Male,1,African-American,19.224554455445546,0
Male,0,African-American,21.0,1
Female,40,Caucasian,0.0,1
Male,20,Caucasian,0.0,1
Male,31,African-American,19.224554455445546,1
Male,1,Caucasian,56.0,1
Male,60,African-American,1.0,1
Male,43,Caucasian,19.224554455445546,0
Male,30,Caucasian,3.0,0
Male,32,African-American,14.0,0
Female,25,African-American,19.224554455445546,1
Male,2,Caucasian,19.224554455445546,1
Male,16,Caucasian,34.0,0
Female,0,Other,19.224554455445546,1
Male,27,African-American,3.0,0
Female,55,Hispanic,19.224554455445546,1
Male,1,Caucasian,52.0,1
Male,30,African-American,15.0,0
Male,3,African-American,19.224554455445546,0
Male,29,African-American,19.224554455445546,0
Female,0,Caucasian,19.224554455445546,1
Male,1,Caucasian,19.224554455445546,0
Male,38,African-American,19.224554455445546,1
Female,21,African-American,0.0,1
Male,66,African-American,8.0,0
Male,29,African-American,19.224554455445546,1
Female,48,Caucasian,19.224554455445546,0
Female,5,African-American,34.0,0
Male,1,African-American,19.224554455445546,1
Female,32,African-American,19.224554455445546,1
Male,1,African-American,32.0,0
Male,0,Caucasian,19.224554455445546,1
Male,4,African-American,19.224554455445546,1
Male,27,African-American,3.0,1
Male,46,African-American,19.224554455445546,1
Male,5,African-American,19.224554455445546,1
Male,21,African-American,19.224554455445546,0
Male,1,Caucasian,32.0,0
Male,1,Caucasian,36.0,0
Male,22,African-American,0.0,0
Male,45,African-American,19.224554455445546,1
Male,5,African-American,28.0,1
Male,41,Caucasian,0.0,1
Male,1,African-American,20.0,0
Male,28,Caucasian,19.224554455445546,0
Male,36,African-American,19.224554455445546,1
Male,2,African-American,19.224554455445546,0
Male,1,African-American,30.0,1
Male,29,African-American,19.224554455445546,0
Male,34,Hispanic,14.0,0
Female,42,Other,2.0,1
Male,23,African-American,19.224554455445546,1
Male,48,Caucasian,0.0,1
Male,0,Caucasian,19.224554455445546,1
Male,43,Caucasian,19.224554455445546,1
Male,40,African-American,0.0,1
Male,21,African-American,54.0,1
Male,29,African-American,19.224554455445546,1
Male,32,Caucasian,19.224554455445546,1
Male,31,Caucasian,2.0,0
Male,4,Caucasian,19.224554455445546,0
Female,1,Caucasian,54.0,1
Male,4,African-American,27.0,0
Male,54,Caucasian,0.0,1
Female,5,Caucasian,34.0,0
Male,1,African-American,24.0,1
Male,39,Caucasian,0.0,1
Male,0,African-American,21.0,1
Male,74,Caucasian,19.224554455445546,1
Male,27,African-American,3.0,0
Male,31,Caucasian,2.0,0
Male,0,Caucasian,19.224554455445546,0
Male,0,Caucasian,19.224554455445546,0
Male,26,African-American,19.224554455445546,0
Male,13,African-American,19.224554455445546,0
Male,0,African-American,19.224554455445546,0
Male,0,African-American,51.0,0
Male,0,Caucasian,23.0,1
Male,0,African-American,31.0,1
Male,20,African-American,0.0,0
Female,23,Hispanic,2.0,1
Male,22,African-American,19.224554455445546,1
Male,0,Caucasian,33.0,1
Male,0,African-American,19.224554455445546,1
Male,54,Other,19.224554455445546,1
Male,35,African-American,19.224554455445546,1
Female,29,Caucasian,19.224554455445546,0
Female,3,Caucasian,26.0,0
Male,26,African-American,19.224554455445546,0
Male,1,Caucasian,22.0,0
Male,49,Hispanic,0.0,1
Male,27,Caucasian,19.224554455445546,0
Male,35,African-American,19.224554455445546,1
Male,47,Caucasian,2.0,1
Female,24,African-American,11.0,0
Male,6,African-American,19.224554455445546,0
Male,22,African-American,63.0,0
Male,35,African-American,19.224554455445546,0
Male,55,Caucasian,0.0,1
Female,40,African-American,15.0,0
Male,8,Caucasian,19.224554455445546,0
Male,42,African-American,19.224554455445546,0
Female,24,Caucasian,19.224554455445546,0
Female,25,Caucasian,2.0,0
Male,21,African-American,19.224554455445546,1
Male,33,Caucasian,2.0,0
Male,25,Caucasian,1.0,0
Male,2,African-American,27.0,0
Male,32,Hispanic,7.0,1
Male,4,African-American,20.0,0
Male,43,Hispanic,0.0,1
Male,38,Caucasian,0.0,1
Male,52,Caucasian,6.0,0
Male,4,African-American,25.0,0
Male,30,Caucasian,19.224554455445546,1
Male,34,African-American,19.224554455445546,1
Female,0,African-American,19.224554455445546,1
Male,4,Caucasian,19.224554455445546,0
Male,21,Caucasian,0.0,0
Female,7,Caucasian,19.224554455445546,1
Male,22,Hispanic,0.0,1
Male,0,Caucasian,56.0,1
Male,28,African-American,19.224554455445546,0
Male,29,African-American,6.0,0
Female,23,Caucasian,0.0,1
Male,33,Hispanic,19.224554455445546,1
Male,4,Caucasian,52.0,1
Male,25,African-American,19.224554455445546,1
Male,0,African-American,19.224554455445546,0
Male,58,Caucasian,1.0,1
Female,2,Caucasian,19.224554455445546,1
Male,20,Hispanic,32.0,1
Male,48,Caucasian,19.224554455445546,1
Female,2,Caucasian,49.0,1
Male,7,African-American,33.0,0
Male,0,Caucasian,19.224554455445546,1
Male,31,Other,5.0,1
Female,3,African-American,19.224554455445546,0
Male,9,African-American,19.224554455445546,0
Male,7,African-American,42.0,1
Male,3,African-American,19.224554455445546,0
Male,1,Caucasian,39.0,1
Male,20,African-American,2.0,0
Male,44,Hispanic,2.0,1
Female,33,Caucasian,19.224554455445546,0
Male,59,Caucasian,1.0,0
Male,0,Hispanic,27.0,0
Male,24,African-American,2.0,0
Female,25,African-American,4.0,0
Female,24,Caucasian,2.0,1
Male,0,Caucasian,32.0,1
Male,14,African-American,33.0,0
Male,6,Caucasian,19.224554455445546,0
Male,2,African-American,19.224554455445546,1
Male,28,African-American,4.0,1
Male,5,Caucasian,44.0,1
Male,46,Caucasian,0.0,1
Male,31,African-American,0.0,0
Male,4,Caucasian,31.0,0
Male,1,Hispanic,19.224554455445546,1
Female,64,Caucasian,19.224554455445546,1
Male,28,African-American,54.0,0
Female,0,Hispanic,19.224554455445546,1
Female,0,African-American,24.0,1
Male,2,African-American,24.0,0
Male,43,Caucasian,19.224554455445546,0
Male,21,African-American,19.224554455445546,0
Female,40,African-American,19.224554455445546,1
Female,23,African-American,19.224554455445546,1
Male,34,African-American,7.0,1
Male,58,Caucasian,19.224554455445546,0
Female,0,Caucasian,31.0,0
Male,45,Caucasian,19.224554455445546,1
Male,23,Hispanic,19.224554455445546,0
Male,3,African-American,19.224554455445546,1
Male,36,Caucasian,19.224554455445546,1
Male,2,African-American,21.0,0
Male,45,Other,19.224554455445546,1
Female,26,African-American,19.224554455445546,1
Male,37,Hispanic,19.224554455445546,0
Male,1,Caucasian,19.224554455445546,1
Male,2,African-American,19.224554455445546,1
Male,1,Caucasian,52.0,1
Female,58,Caucasian,19.224554455445546,1
Male,26,Caucasian,19.224554455445546,1
Male,25,African-American,0.0,0
Male,0,Caucasian,19.224554455445546,1
Male,43,Caucasian,13.0,0
Female,44,African-American,19.224554455445546,1
Male,56,Hispanic,19.224554455445546,1
Female,0,African-American,19.224554455445546,1
Male,66,Caucasian,1.0,1
Male,21,Caucasian,19.224554455445546,0
Female,25,Hispanic,4.0,0
Female,27,Caucasian,19.224554455445546,0
Male,23,African-American,47.0,0
Male,47,African-American,22.0,0
Male,27,African-American,9.0,0
Female,51,Caucasian,19.224554455445546,1
Male,4,Caucasian,20.0,1
Male,0,African-American,25.0,0
Male,50,Caucasian,19.224554455445546,0
Male,27,Hispanic,19.224554455445546,0
Male,2,Caucasian,19.224554455445546,1
Male,26,Other,1.0,0
Male,1,Hispanic,36.0,0
Male,5,Caucasian,56.0,1
Male,28,African-American,19.224554455445546,0
Male,1,African-American,19.224554455445546,0
Male,1,African-American,77.0,0
Male,1,Caucasian,47.0,1
Female,51,Caucasian,1.0,1
Male,31,Other,3.0,1
Male,44,Caucasian,19.224554455445546,1
Male,56,Caucasian,7.0,0
Male,7,Caucasian,19.224554455445546,0
Male,2,Caucasian,19.224554455445546,1
Male,23,African-American,19.224554455445546,0
Male,57,Caucasian,19.224554455445546,1
Male,25,African-American,2.0,0
Male,1,African-American,19.224554455445546,0
Male,30,African-American,2.0,0
Male,7,African-American,19.224554455445546,1
Female,24,Other,0.0,1
Male,30,Hispanic,19.224554455445546,0
Male,3,Caucasian,19.224554455445546,1
Male,47,African-American,5.0,1
Male,20,African-American,19.224554455445546,1
Male,14,African-American,19.224554455445546,0
Male,0,Other,19.224554455445546,0
Male,2,African-American,19.224554455445546,0
Male,26,African-American,19.224554455445546,1
Male,41,African-American,19.224554455445546,0
Male,1,African-American,19.224554455445546,1
Male,31,Hispanic,0.0,1
Male,0,African-American,43.0,1
Male,1,African-American,19.224554455445546,0
Male,26,African-American,19.224554455445546,0
Male,20,African-American,0.0,1
Male,21,Hispanic,19.224554455445546,0
Male,2,Other,33.0,0
Female,0,Caucasian,19.224554455445546,1
Male,24,Other,19.224554455445546,0
Male,11,African-American,32.0,0
Female,51,Caucasian,19.224554455445546,0
Male,0,Caucasian,19.224554455445546,0
Male,34,African-American,19.224554455445546,1
Female,0,Caucasian,29.0,1
Male,57,African-American,19.224554455445546,0
Male,13,Caucasian,19.224554455445546,0
Male,29,African-American,19.224554455445546,1
Female,27,African-American,3.0,0
Male,1,African-American,19.224554455445546,0
Male,2,African-American,19.224554455445546,0
Male,24,Caucasian,3.0,1
Male,61,Caucasian,19.224554455445546,1
Male,43,African-American,0.0,1
Female,45,African-American,0.0,1
Female,48,Caucasian,0.0,1
Male,4,Caucasian,19.224554455445546,0
Male,37,African-American,6.0,1
Female,20,Caucasian,19.224554455445546,1
Male,1,Caucasian,21.0,0
Female,36,African-American,4.0,1
Male,3,Caucasian,19.224554455445546,1
Male,22,Caucasian,19.224554455445546,1
Male,50,Hispanic,0.0,1
Male,4,Asian,19.224554455445546,0
Male,40,African-American,1.0,1
Male,43,Caucasian,6.0,0
Female,31,African-American,19.224554455445546,0
Male,1,African-American,19.224554455445546,0
Male,0,Hispanic,23.0,1
Female,59,African-American,19.224554455445546,1
Male,31,African-American,19.224554455445546,0
Female,2,Caucasian,31.0,1
Female,25,African-American,0.0,0
Female,2,Other,29.0,0
Male,0,Caucasian,19.224554455445546,1
Male,1,Caucasian,39.0,1
Male,35,Caucasian,0.0,1
Female,44,African-American,19.224554455445546,0
Male,19,Caucasian,1.0,0
Male,20,Hispanic,19.224554455445546,0
Male,34,African-American,0.0,1
Male,24,African-American,3.0,0
Male,28,African-American,19.224554455445546,1
Female,0,Caucasian,32.0,0
Male,58,African-American,19.224554455445546,0
Female,1,African-American,31.0,1
Male,51,Caucasian,3.0,0
Male,3,Caucasian,36.0,1
Male,31,Caucasian,3.0,0
Male,11,African-American,49.0,0
Male,38,Caucasian,2.0,0
Female,52,African-American,0.0,1
Female,0,African-American,67.0,1
Male,3,Caucasian,19.224554455445546,1
Male,22,African-American,5.0,0
Male,23,African-American,1.0,1
Male,0,Caucasian,49.0,1
Female,0,Caucasian,19.224554455445546,1
Male,71,Caucasian,19.224554455445546,1
Male,1,African-American,19.224554455445546,0
