age,workclass,edu_level,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
38,Private,5,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,54,Mexico,-1
21,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,-1
63,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,-1
34,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
42,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
33,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,-1
30,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,-1
39,Private,10,Divorced,Sales,Not-in-family,White,Male,40,United-States,-1
26,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,-1
33,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,-1
47,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,-1
41,Self-emp-inc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1
19,Private,10,Never-married,Other-service,Own-child,White,Male,20,United-States,-1
46,Private,9,Separated,Transport-moving,Not-in-family,White,Male,40,United-States,-1
43,Private,9,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,-1
55,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
46,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,-1
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,-1
21,Private,10,Separated,Handlers-cleaners,Not-in-family,White,Female,40,United-States,-1
46,Private,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,Dominican-Republic,-1
41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,-1
69,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,-1
50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,-1
20,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,-1
45,Self-emp-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,-1
23,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,-1
24,Private,10,Separated,Other-service,Not-in-family,White,Male,40,United-States,-1
31,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,-1
43,Private,9,Separated,Machine-op-inspct,Not-in-family,White,Female,44,United-States,-1
20,Federal-gov,7,Never-married,Other-service,Own-child,White,Female,10,United-States,-1
55,Private,9,Married-civ-spouse,Sales,Husband,White,Male,56,United-States,1
24,Federal-gov,10,Never-married,Armed-Forces,Not-in-family,White,Male,40,United-States,-1
59,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,25,United-States,-1
49,Federal-gov,4,Never-married,Other-service,Not-in-family,Black,Male,20,United-States,-1
33,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,10,United-States,1
59,Federal-gov,13,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,-1
34,Private,14,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,-1
20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,-1
25,Private,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,-1
49,Private,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,-1
59,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
20,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,-1
33,Private,10,Never-married,Adm-clerical,Unmarried,Black,Female,35,United-States,-1
22,Private,10,Never-married,Transport-moving,Own-child,Black,Male,39,United-States,-1
58,Self-emp-not-inc,5,Widowed,Other-service,Not-in-family,White,Female,40,United-States,-1
52,Local-gov,9,Widowed,Adm-clerical,Unmarried,White,Female,28,United-States,-1
36,Private,6,Separated,Machine-op-inspct,Not-in-family,White,Female,40,United-States,-1
41,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,-1
28,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,-1
19,Private,10,Never-married,Handlers-cleaners,Own-child,Black,Male,16,United-States,-1
18,Private,9,Never-married,Other-service,Not-in-family,White,Female,28,United-States,-1
18,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,48,United-States,-1
28,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,-1
29,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
40,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,-1
26,Private,9,Never-married,Handlers-cleaners,Unmarried,White,Male,40,United-States,-1
46,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,-1
23,Private,7,Never-married,Other-service,Not-in-family,White,Female,24,United-States,-1
44,Private,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,United-States,-1
43,Private,13,Divorced,Sales,Unmarried,White,Female,40,United-States,1
31,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,60,United-States,-1
18,Private,10,Never-married,Sales,Own-child,White,Female,25,United-States,-1
19,Private,10,Never-married,Protective-serv,Own-child,White,Male,30,United-States,-1
41,Private,10,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,-1
41,Private,9,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,-1
69,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,25,United-States,-1
48,Federal-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
28,Private,9,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,-1
27,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,Ireland,1
41,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
41,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,-1
24,Private,9,Never-married,Craft-repair,Unmarried,Black,Female,40,United-States,-1
42,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,41,United-States,1
57,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,48,United-States,-1
30,Private,12,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,-1
36,Private,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
49,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,-1
33,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,35,United-States,-1
23,Private,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,-1
46,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,-1
18,Private,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,22,Germany,-1
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
43,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
34,Private,14,Never-married,Prof-specialty,Own-child,White,Female,30,United-States,-1
47,Self-emp-not-inc,9,Widowed,Exec-managerial,Not-in-family,White,Female,30,United-States,-1
44,Private,11,Widowed,Exec-managerial,Unmarried,White,Female,30,United-States,-1
33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
55,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
19,Private,9,Never-married,Sales,Not-in-family,White,Male,30,United-States,-1
28,Private,10,Never-married,Other-service,Not-in-family,Black,Male,14,United-States,-1
27,Private,7,Married-civ-spouse,Other-service,Wife,Black,Female,32,United-States,-1
50,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20,United-States,-1
22,Private,7,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,-1
40,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,1
25,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,-1
26,Local-gov,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,-1
22,Private,13,Never-married,Sales,Not-in-family,White,Male,25,United-States,-1
42,Private,10,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,-1
38,Self-emp-inc,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,-1
55,Private,7,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States,-1
32,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,-1
22,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,-1
29,Private,13,Never-married,Sales,Own-child,White,Male,40,United-States,-1
46,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
31,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
58,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,United-States,1
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,-1
18,Private,9,Never-married,Handlers-cleaners,Unmarried,White,Male,25,United-States,-1
58,Local-gov,9,Divorced,Exec-managerial,Not-in-family,White,Male,33,United-States,-1
54,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
34,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,-1
26,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,-1
61,Private,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,-1
48,Local-gov,14,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,-1
36,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
24,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,-1
40,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,37,United-States,-1
33,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
37,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
34,Private,14,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,-1
56,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
37,Private,13,Widowed,Exec-managerial,Not-in-family,White,Female,55,United-States,-1
44,Private,9,Divorced,Sales,Unmarried,Black,Female,40,United-States,-1
54,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,45,United-States,-1
23,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,50,United-States,-1
22,Private,9,Never-married,Other-service,Not-in-family,White,Female,45,United-States,-1
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
39,Private,13,Separated,Prof-specialty,Not-in-family,White,Male,50,United-States,1
47,Private,10,Divorced,Adm-clerical,Not-in-family,Black,Female,37,United-States,-1
26,Private,9,Never-married,Prof-specialty,Unmarried,Black,Female,55,United-States,-1
31,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,-1
44,Private,10,Never-married,Transport-moving,Not-in-family,White,Male,45,United-States,-1
42,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,1
19,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,-1
27,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1
51,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
28,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,-1
57,Private,13,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,-1
45,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,-1
50,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
34,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,54,United-States,-1
45,Private,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,-1
73,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,-1
34,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,1
31,Private,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1
19,Private,7,Never-married,Sales,Not-in-family,White,Male,12,United-States,-1
25,Private,10,Never-married,Other-service,Own-child,White,Female,50,United-States,-1
38,Federal-gov,11,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,-1
39,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,-1
23,Private,13,Never-married,Tech-support,Own-child,Black,Female,32,United-States,-1
49,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,-1
33,Federal-gov,9,Never-married,Other-service,Not-in-family,White,Male,32,United-States,-1
21,Private,3,Never-married,Machine-op-inspct,Other-relative,White,Male,38,Mexico,-1
31,Private,11,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,-1
23,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,-1
34,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines,-1
25,Private,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,-1
39,Private,9,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,-1
52,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
63,Local-gov,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
41,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,-1
46,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,1
53,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,-1
18,Private,8,Never-married,Priv-house-serv,Own-child,White,Male,40,United-States,-1
38,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,-1
55,Private,14,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,50,Thailand,-1
34,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
80,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States,-1
34,Private,11,Divorced,Tech-support,Unmarried,White,Female,60,United-States,-1
52,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,-1
42,Private,9,Never-married,Other-service,Unmarried,Black,Female,28,Haiti,-1
26,Private,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,-1
31,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,-1
25,Local-gov,9,Never-married,Other-service,Own-child,White,Female,35,United-States,-1
55,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,-1
19,Private,10,Never-married,Other-service,Own-child,White,Female,12,United-States,-1
62,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,32,United-States,-1
22,Federal-gov,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,-1
35,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,-1
28,Private,9,Married-civ-spouse,Sales,Own-child,White,Female,40,United-States,-1
47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,1
44,State-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,-1
21,Private,10,Never-married,Sales,Own-child,White,Male,15,United-States,-1
35,Private,11,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,-1
24,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
28,Private,13,Never-married,Tech-support,Own-child,White,Male,50,United-States,-1
21,Private,10,Never-married,Machine-op-inspct,Other-relative,White,Male,35,United-States,-1
62,Federal-gov,10,Divorced,Tech-support,Not-in-family,Black,Male,40,United-States,-1
39,Private,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,-1
30,State-gov,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,-1
72,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,Male,20,United-States,-1
50,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,-1
28,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,-1
29,Private,10,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,-1
26,Private,13,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,-1
27,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,-1
29,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1
29,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,-1
31,Private,7,Married-civ-spouse,Sales,Wife,White,Female,20,United-States,-1
25,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,United-States,-1
58,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
64,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,1
46,State-gov,14,Never-married,Exec-managerial,Not-in-family,White,Male,38,United-States,-1
19,Private,9,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,35,United-States,-1
42,Private,9,Divorced,Other-service,Not-in-family,Black,Male,52,United-States,-1
18,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,24,United-States,-1
58,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
20,Private,10,Never-married,Protective-serv,Not-in-family,Black,Male,60,United-States,-1
35,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
32,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,38,United-States,1
23,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,25,United-States,-1
31,Private,10,Divorced,Tech-support,Unmarried,White,Female,40,United-States,-1
33,Private,13,Married-civ-spouse,Sales,Husband,Black,Male,55,United-States,-1
41,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,48,United-States,-1
22,Private,9,Never-married,Machine-op-inspct,Own-child,Black,Male,40,United-States,-1
46,Private,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
61,Federal-gov,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,-1
30,Private,9,Never-married,Exec-managerial,Not-in-family,Black,Male,40,United-States,-1
42,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
63,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,-1
26,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,-1
42,Private,6,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,-1
23,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,-1
25,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Male,40,United-States,-1
30,Private,5,Married-civ-spouse,Other-service,Husband,White,Male,32,El-Salvador,1
23,Private,9,Never-married,Sales,Own-child,White,Male,40,United-States,-1
34,Self-emp-not-inc,11,Never-married,Farming-fishing,Not-in-family,White,Male,60,United-States,1
30,Private,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,48,United-States,-1
39,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
30,Private,7,Never-married,Handlers-cleaners,Other-relative,White,Male,38,Puerto-Rico,-1
38,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,-1
26,Private,9,Divorced,Exec-managerial,Own-child,White,Female,40,United-States,-1
20,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,-1
33,Private,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,40,United-States,-1
24,Private,13,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,-1
42,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
51,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,84,Vietnam,-1
56,Local-gov,12,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,1
22,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,-1
52,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,-1
44,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States,1
34,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,-1
51,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,42,United-States,1
19,Private,10,Never-married,Sales,Not-in-family,White,Female,25,United-States,-1
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
68,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,1
22,Private,10,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,-1
56,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,-1
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,-1
52,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,-1
26,Private,9,Separated,Handlers-cleaners,Own-child,White,Male,40,Puerto-Rico,-1
33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,-1
45,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,42,United-States,-1
18,Private,7,Never-married,Other-service,Own-child,White,Male,15,United-States,-1
43,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,1
18,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,-1
57,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
41,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,42,United-States,-1
34,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
19,Private,9,Never-married,Sales,Unmarried,White,Female,40,United-States,-1
44,Private,5,Divorced,Other-service,Unmarried,White,Female,55,Dominican-Republic,-1
56,Private,6,Widowed,Other-service,Unmarried,White,Female,40,United-States,-1
36,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,-1
48,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,48,United-States,-1
29,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
33,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,-1
31,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,-1
39,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
66,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,1
39,Private,9,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,1
59,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
26,Private,9,Never-married,Other-service,Own-child,White,Female,40,United-States,-1
31,Private,11,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,-1
23,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,-1
36,Local-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,-1
34,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,12,United-States,1
32,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,84,United-States,1
37,Private,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50,United-States,1
33,Private,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,-1
